0.164310 -1.929252
0.378170 -0.241856
0.953130 1.010159
2.989990 1.215571
5.027100 1.297355
6.867190 0.666576
8.723390 -1.377793
9.824710 -0.975842
11.335690 -1.493630
12.058590 -2.014844
12.452640 -1.469598
13.750730 -1.097106
15.656490 -0.742501
18.596920 -1.031790
20.272710 3.865920
29.587400 2.693495
35.468750 -0.495736
37.670170 -1.555634
39.050290 -1.405059
40.151120 -2.068314
40.594240 -1.601599
41.580320 -1.736895
42.729980 1.210601
48.184330 -0.400500
48.233400 -0.842794
48.808590 -0.376406
51.059330 1.590263
54.607910 4.759218
66.452640 1.471597
69.163090 1.418604
72.218750 0.648147
73.485110 0.648147
