subj,cond,AOI,duration,order
User 16ba,p2,ag,0.311340,1
User 16ba,p2,ah,0.410520,2
User 16ba,p2,ai,0.361260,3
User 16ba,p2,ah,0.164250,4
User 16ba,p2,bi,0.377990,5
User 16ba,p2,bi,0.098020,6
User 16ba,p2,ah,0.230100,7
User 16ba,p2,ai,0.739510,8
User 16ba,p2,ai,0.771910,9
User 16ba,p2,ag,0.936400,10
User 16ba,p2,af,2.398440,11
User 16ba,p2,bf,2.546690,12
User 16ba,p2,ae,0.459960,13
User 16ba,p2,bd,2.481510,14
User 16ba,p2,ad,3.450080,15
User 16ba,p2,ac,2.086250,16
User 16ba,p2,ab,0.969050,17
User 16ba,p2,ab,0.410830,18
User 16ba,p2,ab,0.591250,19
User 16ba,p2,ab,0.279180,20
User 16ba,p2,ah,1.100770,21
User 16ba,p2,ai,0.361330,22
User 16ba,p2,bi,0.361520,23
User 16ba,p2,ai,0.870970,24
User 16ba,p2,ai,0.640200,25
User 16ba,p2,ai,0.870670,26
User 16ba,p2,ac,0.016360,27
User 16ba,p2,ae,0.098570,28
User 16ba,p2,bg,0.312130,29
User 16ba,p2,bd,1.281380,30
