subj,cond,AOI,duration,order
User 3ab,p1,ag,0.213380,1
User 3ab,p1,ag,0.296020,2
User 3ab,p1,ah,2.053470,3
User 3ab,p1,af,0.049190,4
User 3ab,p1,ad,0.164310,5
User 3ab,p1,ag,0.016230,6
User 3ab,p1,ag,1.035040,7
User 3ab,p1,af,0.180790,8
User 3ab,p1,ag,2.135740,9
User 3ab,p1,af,0.378060,10
User 3ab,p1,ag,0.312250,11
User 3ab,p1,ag,0.624260,12
User 3ab,p1,ai,0.575200,13
User 3ab,p1,ah,0.657110,14
User 3ab,p1,ah,0.427000,15
User 3ab,p1,bh,0.361210,16
User 3ab,p1,ah,1.527470,17
User 3ab,p1,ah,0.427370,18
User 3ab,p1,ah,0.279050,19
User 3ab,p1,ag,0.788700,20
User 3ab,p1,af,0.032960,21
User 3ab,p1,af,2.004270,22
User 3ab,p1,ae,1.428950,23
User 3ab,p1,ae,0.312260,24
User 3ab,p1,ad,0.768920,25
User 3ab,p1,ac,0.033080,26
User 3ab,p1,ad,1.229980,27
User 3ab,p1,ad,1.248530,28
User 3ab,p1,ab,1.461670,29
User 3ab,p1,ab,0.887210,30
User 3ab,p1,ae,0.689820,31
User 3ab,p1,ah,0.016480,32
User 3ab,p1,ag,0.246460,33
User 3ab,p1,ai,0.016600,34
User 3ab,p1,ah,0.213500,35
User 3ab,p1,ae,1.314080,36
