aoi_order,timestamp,x,y,duration,prev_sacc_amplitude,aoi_label,aoi_line,word,word_length_signs
None,0.082150,662.242509,306.457592,0.427250,0.000000,a,None,None,None
None,0.558720,670.399481,110.240612,4.616570,0.000000,a,None,None,None
None,5.240720,528.520035,177.645217,0.476570,157.076918,a,None,None,None
None,5.782960,895.103540,98.068053,0.919920,375.121302,a,None,None,None
None,6.785160,706.272248,141.890249,2.628540,193.849533,a,None,None,None
None,9.512080,564.946939,249.026702,6.292240,177.344475,a,None,None,None
None,15.820560,643.278385,370.039938,6.687010,144.152762,a,None,None,None
None,22.523190,757.030946,332.867502,0.328740,119.672199,a,None,None,None
None,22.868160,644.200907,351.084239,5.141970,114.291151,a,None,None,None
None,28.043090,611.673467,429.811392,3.088620,85.182152,a,None,None,None
None,31.148190,567.992340,526.945202,3.334840,106.503605,a,None,None,None
None,34.499390,651.438963,384.046950,0.034180,165.478848,a,None,None,None
None,34.548710,738.470991,531.882068,4.747680,171.551147,a,None,None,None
None,39.378660,690.726319,633.987673,3.860720,112.716939,a,None,None,None
None,43.288450,644.018766,662.618595,2.562750,54.784351,a,None,None,None
None,45.900630,601.307556,733.675833,2.037240,82.905842,a,None,None,None
None,47.989260,611.339428,457.435773,0.802850,276.422158,a,None,None,None
None,48.874270,572.017563,848.289341,1.724850,392.826579,a,None,None,None
None,50.615600,783.593424,832.862405,0.164430,212.137538,a,None,None,None
None,50.812740,657.089929,857.638845,1.495000,128.906967,a,None,None,None
None,52.340580,894.045319,885.459165,0.262810,238.582956,a,None,None,None
None,52.686650,624.276174,432.222023,2.725950,527.446015,a,None,None,None
None,55.428960,720.853697,380.271986,1.511710,109.663231,a,None,None,None
