subj,cond,AOI,duration,order
User 5ba,p2,af,0.131590,1
User 5ba,p2,ah,0.508780,2
User 5ba,p2,ai,0.821530,3
User 5ba,p2,ai,0.427000,4
User 5ba,p2,ai,0.295650,5
User 5ba,p2,ah,1.938480,6
User 5ba,p2,ah,1.740960,7
User 5ba,p2,ah,1.133550,8
User 5ba,p2,ai,0.164300,9
User 5ba,p2,bh,0.344970,10
User 5ba,p2,ag,1.001950,11
User 5ba,p2,bh,0.509030,12
User 5ba,p2,bh,0.032720,13
User 5ba,p2,bh,0.771970,14
User 5ba,p2,ah,0.640140,15
User 5ba,p2,bg,0.295660,16
User 5ba,p2,ag,1.215570,17
User 5ba,p2,bg,0.394290,18
User 5ba,p2,bf,1.067870,19
User 5ba,p2,ag,2.842040,20
User 5ba,p2,bg,1.560790,21
User 5ba,p2,ag,1.478520,22
User 5ba,p2,ag,5.191410,23
User 5ba,p2,ag,1.297850,24
User 5ba,p2,ag,1.116460,25
User 5ba,p2,af,1.150140,26
User 5ba,p2,af,2.185060,27
User 5ba,p2,af,2.365480,28
User 5ba,p2,af,2.135500,29
User 5ba,p2,bf,1.248770,30
User 5ba,p2,ae,1.034670,31
User 5ba,p2,bd,0.344970,32
User 5ba,p2,ad,0.328610,33
User 5ba,p2,ag,0.492670,34
User 5ba,p2,bf,0.657230,35
User 5ba,p2,ae,5.059820,36
User 5ba,p2,af,0.016350,37
User 5ba,p2,ae,0.510500,38
User 5ba,p2,be,1.889410,39
User 5ba,p2,bd,0.164550,40
User 5ba,p2,ad,2.727050,41
User 5ba,p2,bd,0.624020,42
User 5ba,p2,ad,1.675530,43
User 5ba,p2,ad,3.022710,44
User 5ba,p2,ac,3.975830,45
User 5ba,p2,ad,0.279050,46
User 5ba,p2,bc,2.515140,47
User 5ba,p2,ac,0.114990,48
User 5ba,p2,ac,0.920170,49
User 5ba,p2,ac,1.100590,50
User 5ba,p2,ac,0.361320,51
User 5ba,p2,ac,2.957030,52
User 5ba,p2,ab,1.199220,53
User 5ba,p2,ab,0.985590,54
User 5ba,p2,ab,1.297850,55
User 5ba,p2,ab,1.199220,56
User 5ba,p2,aa,0.213630,57
User 5ba,p2,ab,0.574960,58
