subj,cond,AOI,duration,order
User 16ba,p2,ag,0.295110,1
User 16ba,p2,ah,0.213380,2
User 16ba,p2,ai,0.065610,3
User 16ba,p2,ah,0.065550,4
User 16ba,p2,ai,0.344910,5
User 16ba,p2,ah,0.147710,6
User 16ba,p2,bi,0.361570,7
User 16ba,p2,bi,0.098020,8
User 16ba,p2,ah,0.230100,9
User 16ba,p2,ai,0.723210,10
User 16ba,p2,ai,0.328550,11
User 16ba,p2,ai,0.377810,12
User 16ba,p2,ag,0.919860,13
User 16ba,p2,af,2.382210,14
User 16ba,p2,bg,1.577150,15
User 16ba,p2,bf,0.722650,16
User 16ba,p2,be,0.164060,17
User 16ba,p2,ae,0.459960,18
User 16ba,p2,be,0.575080,19
User 16ba,p2,bd,1.708740,20
User 16ba,p2,be,0.132200,21
User 16ba,p2,ae,2.102970,22
User 16ba,p2,ad,1.330810,23
User 16ba,p2,ac,2.069890,24
User 16ba,p2,ab,0.952630,25
User 16ba,p2,ab,0.394650,26
User 16ba,p2,ab,0.591250,27
User 16ba,p2,ab,0.279180,28
User 16ba,p2,ah,1.084410,29
User 16ba,p2,ah,0.164370,30
User 16ba,p2,ai,0.164190,31
User 16ba,p2,bi,0.361520,32
User 16ba,p2,ai,0.854610,33
User 16ba,p2,ai,0.607550,34
User 16ba,p2,ai,0.328620,35
User 16ba,p2,ai,0.114870,36
User 16ba,p2,ai,0.147700,37
User 16ba,p2,ai,0.229860,38
User 16ba,p2,ac,0.016360,39
User 16ba,p2,ae,0.098570,40
User 16ba,p2,bg,0.295710,41
User 16ba,p2,bc,0.558350,42
User 16ba,p2,be,0.690190,43
