aoi_order,timestamp,x,y,duration,prev_sacc_amplitude,aoi_label,aoi_line,word,word_length_signs
None,0.082090,811.702909,380.010853,0.246580,0.000000,a,None,None,None
None,0.361690,633.661141,168.863195,0.919870,0.000000,a,None,None,None
None,1.316770,908.912866,121.971940,1.624030,279.217303,a,None,None,None
None,2.973820,808.326394,118.486388,1.413750,100.646845,a,None,None,None
None,4.452700,669.335217,307.523049,3.203120,234.634623,a,None,None,None
None,7.688720,698.084483,431.174683,4.764280,126.949782,a,None,None,None
None,12.485840,681.686693,590.769522,2.053470,160.435034,a,None,None,None
None,14.572510,966.499853,658.957576,0.377930,292.861993,a,None,None,None
None,14.985110,835.432892,813.504255,0.327630,202.640628,a,None,None,None
None,15.360720,753.614425,759.090088,1.412720,98.260689,a,None,None,None
None,16.822750,641.866582,851.441491,1.626590,144.970211,a,None,None,None
None,18.465700,649.213543,546.214709,0.032840,305.315191,a,None,None,None
None,18.761230,657.754235,366.670408,1.495240,179.747321,a,None,None,None
None,20.272830,601.821588,264.758408,0.625610,116.251954,a,None,None,None
None,20.913700,875.528766,564.618906,4.320550,405.994997,a,None,None,None
None,25.316410,675.677342,587.508317,7.080810,201.157940,a,None,None,None
None,32.446170,857.254341,586.783775,0.213620,181.578444,a,None,None,None
None,32.692750,1072.248733,605.950783,0.394160,215.847082,a,None,None,None
None,33.169070,699.816150,573.649651,3.762200,373.830700,a,None,None,None
None,36.996950,1083.987273,589.898555,0.427120,384.514602,a,None,None,None
None,37.489990,804.932780,574.920296,1.741090,279.456183,a,None,None,None
None,39.313350,701.808722,675.808026,2.809210,144.266785,a,None,None,None
None,42.171880,695.078020,707.546290,0.952880,32.444103,a,None,None,None
None,43.141240,948.026180,708.033322,0.656980,252.948628,a,None,None,None
None,43.864870,776.594197,790.536471,2.052610,190.251661,a,None,None,None
None,45.966670,892.330623,838.482392,1.708750,125.274626,a,None,None,None
None,47.740970,766.920364,881.592659,2.218260,132.613078,a,None,None,None
None,49.995730,654.391298,899.248266,0.275390,113.905711,a,None,None,None
None,50.320310,1038.681508,931.052919,0.936770,385.604073,a,None,None,None
None,51.338990,683.739914,300.242387,4.338740,723.813140,a,None,None,None
None,55.725220,704.488239,512.415151,6.390870,213.184837,a,None,None,None
