aoi_order,timestamp,x,y,duration,prev_sacc_amplitude,aoi_label,aoi_line,word,word_length_signs
None,0.081670,419.783522,304.741437,0.295890,0.000000,a,None,None,None
None,0.393920,696.908237,141.922737,1.856810,0.000000,a,None,None,None
None,2.332890,646.895152,131.539083,1.313960,51.079633,a,None,None,None
None,3.695920,605.109671,319.400168,2.792850,192.452107,a,None,None,None
None,6.505250,629.792703,404.346645,2.612060,88.459913,a,None,None,None
None,9.150390,666.270096,408.387797,1.215580,36.700560,a,None,None,None
None,10.382200,670.933736,460.567604,2.825930,52.387802,a,None,None,None
None,13.240840,668.276580,477.681304,3.055910,17.318754,a,None,None,None
None,16.362300,714.381800,559.173735,1.954840,93.630698,a,None,None,None
None,18.383060,591.111211,681.218184,1.971430,173.466094,a,None,None,None
None,20.403690,551.429828,771.561792,2.152100,98.674108,a,None,None,None
None,22.621580,632.689097,405.922805,2.464240,374.559658,a,None,None,None
None,25.118770,558.781295,647.680575,0.262700,252.802655,a,None,None,None
None,25.430790,673.553877,750.356852,2.283440,153.997284,a,None,None,None
None,27.763550,679.723896,533.925904,7.129880,216.518878,a,None,None,None
None,34.909910,703.515968,734.424474,1.642820,201.905273,a,None,None,None
None,36.585690,687.325428,420.686032,1.117190,314.155921,a,None,None,None
None,37.751950,621.735996,540.983682,1.527840,137.016416,a,None,None,None
None,39.345580,581.519794,884.452656,1.544430,345.815383,a,None,None,None
None,40.955570,649.316920,397.595441,0.213500,491.555081,a,None,None,None
