aoi_order,timestamp,x,y,duration,prev_sacc_amplitude,aoi_label,aoi_line,word,word_length_signs
None,0.098630,668.264673,189.389949,0.542000,0.000000,a,None,None,None
None,1.675780,250.419340,206.156694,0.016600,0.000000,a,None,None,None
None,1.758300,555.479160,75.340348,1.626470,331.925309,a,None,None,None
None,3.400880,862.355819,87.249550,0.985840,307.107657,a,None,None,None
None,4.501950,555.402780,121.210031,0.936040,308.825974,a,None,None,None
None,5.471190,762.470653,134.531291,2.365240,207.495927,a,None,None,None
None,7.902340,497.536502,184.664871,1.018560,269.635829,a,None,None,None
None,8.986330,1000.234297,219.545549,0.427240,503.906475,a,None,None,None
None,9.479490,475.171116,296.333455,1.560550,530.648402,a,None,None,None
None,11.138670,976.510456,364.647711,0.312010,505.972303,a,None,None,None
None,11.500000,973.362338,237.465599,0.197270,127.221069,a,None,None,None
None,11.763180,504.430530,266.925247,1.971200,469.856267,a,None,None,None
None,13.750980,457.608470,276.722711,1.429200,47.836132,a,None,None,None
None,15.262210,1003.981044,317.810508,2.135740,547.915319,a,None,None,None
None,17.479980,467.790692,500.560117,1.051270,566.478167,a,None,None,None
None,18.597170,975.809288,626.733383,0.509280,523.452565,a,None,None,None
None,19.188480,505.326510,704.643264,0.509270,476.889918,a,None,None,None
None,19.730470,550.604767,867.806817,2.497070,169.329458,a,None,None,None
None,22.244140,524.986610,705.042970,0.541990,164.767593,a,None,None,None
None,22.852050,954.669301,632.287822,0.344730,435.798723,a,None,None,None
None,23.278810,485.186861,601.109650,0.361820,470.516567,a,None,None,None
None,23.673340,528.639910,355.591002,0.673830,249.334262,a,None,None,None
None,24.412600,956.204882,357.524725,0.377930,427.569345,a,None,None,None
None,24.856450,484.316038,429.916168,1.231930,477.409261,a,None,None,None
None,26.154300,996.753347,406.027862,1.018060,512.993808,a,None,None,None
None,27.238280,536.273579,382.521620,3.532230,461.079343,a,None,None,None
None,30.803220,456.955243,469.785275,1.363770,117.925162,a,None,None,None
None,32.232420,977.128730,496.853264,0.640630,520.877271,a,None,None,None
None,32.938960,480.461867,522.970109,4.320810,497.353056,a,None,None,None
None,37.359380,950.661548,589.498034,0.163080,474.882833,a,None,None,None
None,37.587890,561.960226,590.459418,1.314450,388.702510,a,None,None,None
None,38.951660,974.856375,611.278653,0.870610,413.420694,a,None,None,None
None,39.904300,557.256909,620.305018,1.626950,417.697007,a,None,None,None
None,41.547360,542.179996,661.568899,3.170900,43.932006,a,None,None,None
None,44.734380,920.956933,625.923505,0.312500,380.450473,a,None,None,None
None,45.112300,481.006944,668.633856,0.969240,442.018287,a,None,None,None
None,46.163570,983.217538,709.158973,0.361330,503.842997,a,None,None,None
None,46.590820,490.072416,730.202264,0.689940,493.593893,a,None,None,None
None,47.560550,433.767187,621.778719,0.016110,122.171780,a,None,None,None
None,47.625980,713.416450,780.248238,0.018550,321.428527,a,None,None,None
None,47.675290,505.504214,725.562649,1.659180,214.983747,a,None,None,None
None,49.399900,950.212222,729.165645,0.345220,444.722604,a,None,None,None
None,49.810550,556.565007,741.507833,3.220210,393.840653,a,None,None,None
None,53.047360,524.917145,762.407676,3.318360,37.926121,a,None,None,None
None,56.382320,526.041167,738.168489,1.034670,24.265235,a,None,None,None
None,57.482910,977.138278,701.703497,0.377930,452.568558,a,None,None,None
None,57.975590,485.554921,635.982100,1.462400,495.957154,a,None,None,None
None,59.503420,958.646427,598.629094,0.279290,474.563820,a,None,None,None
None,59.832030,501.466902,631.390247,1.413090,458.351841,a,None,None,None
None,61.277830,590.943858,672.486907,0.509280,98.463501,a,None,None,None
None,61.852540,514.022305,287.392003,1.675780,392.702191,a,None,None,None
None,63.643550,975.202487,255.484525,0.624030,462.282649,a,None,None,None
None,64.349610,522.771827,349.750682,2.973630,462.146742,a,None,None,None
None,67.438480,995.337797,371.721247,0.246090,473.076424,a,None,None,None
None,67.766600,562.178544,403.066678,2.283690,434.291924,a,None,None,None
None,70.115720,486.816633,289.249689,0.246580,136.505401,a,None,None,None
None,70.428220,897.942663,158.338984,0.985840,431.465207,a,None,None,None
None,71.512700,516.802773,221.785652,0.295410,386.384647,a,None,None,None
None,71.874020,1001.926341,298.539374,1.117190,491.157826,a,None,None,None
None,73.057130,661.930738,633.234219,0.164060,477.092915,a,None,None,None
None,73.237790,477.224668,668.130833,0.262700,187.973684,a,None,None,None
None,73.549800,565.946241,858.451120,0.542000,209.984116,a,None,None,None
None,74.141110,769.015952,815.924883,0.476570,207.474789,a,None,None,None
None,74.749020,687.746790,138.470163,0.164550,682.311933,a,None,None,None
None,75.718260,721.391120,675.099973,0.016600,537.683451,a,None,None,None
