subj,cond,AOI,duration,order
User 7ab,p2,ah,0.542000,1
User 7ab,p2,ah,0.016600,2
User 7ab,p2,ai,2.645020,3
User 7ab,p2,ah,0.952640,4
User 7ab,p2,ah,2.365240,5
User 7ab,p2,ah,1.018560,6
User 7ab,p2,bh,0.427240,7
User 7ab,p2,ag,1.560550,8
User 7ab,p2,bf,0.312010,9
User 7ab,p2,bg,0.197270,10
User 7ab,p2,ag,3.417000,11
User 7ab,p2,bg,2.135740,12
User 7ab,p2,ae,1.067380,13
User 7ab,p2,bd,0.509280,14
User 7ab,p2,ab,3.614250,15
User 7ab,p2,bd,0.344730,16
User 7ab,p2,af,1.100580,17
User 7ab,p2,bf,0.377930,18
User 7ab,p2,af,1.231930,19
User 7ab,p2,bf,1.018060,20
User 7ab,p2,af,3.548830,21
User 7ab,p2,ae,1.363770,22
User 7ab,p2,be,0.640630,23
User 7ab,p2,ae,4.320810,24
User 7ab,p2,bd,0.197260,25
User 7ab,p2,ad,1.331060,26
User 7ab,p2,bd,0.870610,27
User 7ab,p2,ad,5.158700,28
User 7ab,p2,ad,0.985840,29
User 7ab,p2,bc,0.361330,30
User 7ab,p2,ac,0.985840,31
User 7ab,p2,ac,0.018550,32
User 7ab,p2,ac,1.659180,33
User 7ab,p2,bc,0.361820,34
User 7ab,p2,ac,7.606440,35
User 7ab,p2,bd,0.394530,36
User 7ab,p2,ad,1.462400,37
User 7ab,p2,bd,0.279290,38
User 7ab,p2,ad,1.971190,39
User 7ab,p2,ag,1.691890,40
User 7ab,p2,bg,0.624030,41
User 7ab,p2,ag,2.973630,42
User 7ab,p2,bf,0.279290,43
User 7ab,p2,af,2.299800,44
User 7ab,p2,ag,0.262690,45
User 7ab,p2,bh,1.001950,46
User 7ab,p2,ah,0.295410,47
User 7ab,p2,bg,1.133300,48
User 7ab,p2,ad,0.459470,49
User 7ab,p2,ab,0.542000,50
User 7ab,p2,ac,0.493170,51
User 7ab,p2,ah,0.180660,52
User 7ab,p2,ad,0.016600,53
