aoi_order,timestamp,x,y,duration,prev_sacc_amplitude,aoi_label,aoi_line,word,word_length_signs
None,0.081910,596.032168,336.922701,0.443720,0.000000,a,None,None,None
None,0.558470,473.140464,107.357165,0.676760,0.000000,a,None,None,None
None,1.297970,702.461369,79.497652,1.576910,231.006991,a,None,None,None
None,2.891360,641.522181,86.926340,0.920160,61.390309,a,None,None,None
None,3.827880,475.598226,219.570272,1.379880,212.426861,a,None,None,None
None,5.224370,467.159473,215.327734,1.609980,9.445194,a,None,None,None
None,6.949100,941.987636,257.341404,2.201530,476.683263,a,None,None,None
None,9.265630,487.488069,315.679505,1.527950,458.228317,a,None,None,None
None,10.842650,460.728053,471.318283,2.842160,157.922537,a,None,None,None
None,13.750490,937.521808,466.714599,0.295650,476.815980,a,None,None,None
None,14.145510,492.061569,591.375276,3.235590,462.574436,a,None,None,None
None,17.446780,464.638657,238.586361,1.856440,353.853126,a,None,None,None
None,19.369020,922.264549,287.710583,0.362180,460.254979,a,None,None,None
None,19.812500,474.985142,217.754109,1.265010,452.717104,a,None,None,None
None,21.176030,884.579380,225.841505,0.706420,409.674073,a,None,None,None
