0.098630 -0.619330
1.675780 -0.884982
1.758300 1.112389
3.400880 0.432687
4.501950 0.960195
5.471190 2.040037
7.902340 -0.617822
8.986330 -1.410158
9.479490 -0.103841
11.138670 0.347225
11.500000 -1.266047
11.763180 2.907025
13.750980 -0.446107
15.262210 -0.060216
17.479980 -0.812650
18.597170 -1.032736
19.188480 0.205975
19.730470 2.259539
22.244140 -0.767180
22.852050 -1.119707
23.278810 -0.672654
23.673340 -0.533904
24.412600 -1.162636
24.856450 -0.444463
26.154300 -0.373821
27.238280 3.884142
30.803220 -0.354793
32.232420 -0.963634
32.938960 2.895564
37.359380 -0.839709
37.587890 0.196513
38.951660 -0.278093
39.904300 2.452083
41.547360 2.271502
44.734380 -1.002447
45.112300 -0.671631
46.163570 -1.226539
46.590820 0.852202
47.560550 -0.927494
47.625980 -0.076450
47.675290 0.379057
49.399900 -0.683598
49.810550 4.204475
53.047360 4.345422
56.382320 -0.316827
57.482910 -1.256526
57.975590 -0.001762
59.503420 -1.119954
59.832030 1.991149
61.277830 -1.782468
61.852540 0.288514
63.643550 -0.860461
64.349610 1.562182
67.438480 -1.019204
67.766600 2.401885
70.115720 -1.160331
70.428220 -0.029280
71.512700 -1.328290
71.874020 -1.234853
73.057130 0.254704
73.237790 -0.338148
73.549800 0.523213
74.141110 -4.419196
74.749020 -3.466729
75.718260 -3.466729
