subj,cond,AOI,duration,order
User 16ba,p1,ag,0.262930,1
User 16ba,p1,ag,0.312380,2
User 16ba,p1,ai,0.394290,3
User 16ba,p1,ah,0.328610,4
User 16ba,p1,ag,0.032710,5
User 16ba,p1,bi,0.526000,6
User 16ba,p1,ah,1.280880,7
User 16ba,p1,ah,0.164430,8
User 16ba,p1,ag,1.773190,9
User 16ba,p1,ag,0.788570,10
User 16ba,p1,af,0.591190,11
User 16ba,p1,af,1.396360,12
User 16ba,p1,af,0.509270,13
User 16ba,p1,af,0.788570,14
User 16ba,p1,af,0.344850,15
User 16ba,p1,af,2.349240,16
User 16ba,p1,af,0.411010,17
User 16ba,p1,ae,0.262810,18
User 16ba,p1,af,0.526000,19
User 16ba,p1,ae,1.199340,20
User 16ba,p1,ae,0.969240,21
User 16ba,p1,ae,1.938480,22
User 16ba,p1,ad,1.955200,23
User 16ba,p1,ac,0.624390,24
User 16ba,p1,ac,1.199220,25
User 16ba,p1,ac,0.164190,26
User 16ba,p1,af,1.594610,27
User 16ba,p1,af,0.821420,28
User 16ba,p1,ad,0.230100,29
User 16ba,p1,ab,0.131470,30
User 16ba,p1,ac,0.410520,31
User 16ba,p1,ac,0.460080,32
User 16ba,p1,ac,1.084230,33
User 16ba,p1,ad,0.805050,34
User 16ba,p1,ad,0.262940,35
User 16ba,p1,ad,1.626350,36
User 16ba,p1,ad,0.574830,37
User 16ba,p1,ae,0.640990,38
User 16ba,p1,af,2.184930,39
User 16ba,p1,af,0.788580,40
User 16ba,p1,ac,1.347290,41
User 16ba,p1,ac,0.197030,42
User 16ba,p1,af,1.100830,43
User 16ba,p1,ae,0.788450,44
User 16ba,p1,ae,0.689950,45
User 16ba,p1,ab,0.903440,46
User 16ba,p1,ab,0.542240,47
User 16ba,p1,af,0.197020,48
