subj,cond,AOI,duration,order
User 1ab,p1,ag,0.246530,1
User 1ab,p1,ah,0.739440,2
User 1ab,p1,ai,0.115160,3
User 1ab,p1,ai,0.345020,4
User 1ab,p1,ah,0.065670,5
User 1ab,p1,ai,0.509610,6
User 1ab,p1,ah,2.907710,7
User 1ab,p1,ah,1.889390,8
User 1ab,p1,ah,0.805000,9
User 1ab,p1,ah,3.022710,10
User 1ab,p1,ag,1.084250,11
User 1ab,p1,af,0.903660,12
User 1ab,p1,ag,0.589540,13
User 1ab,p1,ag,0.197120,14
User 1ab,p1,af,0.279270,15
User 1ab,p1,ae,1.117120,16
User 1ab,p1,af,1.445770,17
User 1ab,p1,af,1.511390,18
User 1ab,p1,af,1.561030,19
User 1ab,p1,af,0.509280,20
User 1ab,p1,af,0.493010,21
User 1ab,p1,ag,0.345000,22
User 1ab,p1,ag,1.478480,23
User 1ab,p1,af,2.842070,24
User 1ab,p1,ae,1.741510,25
User 1ab,p1,ae,2.694280,26
User 1ab,p1,ae,1.840000,27
User 1ab,p1,ae,3.203430,28
User 1ab,p1,ad,0.065950,29
User 1ab,p1,ad,2.612850,30
User 1ab,p1,ad,3.860390,31
User 1ab,p1,ac,2.299890,32
User 1ab,p1,ac,0.279150,33
User 1ab,p1,ad,1.297610,34
User 1ab,p1,ac,1.776820,35
User 1ab,p1,ac,1.100500,36
User 1ab,p1,ab,1.314420,37
User 1ab,p1,ab,1.462160,38
User 1ab,p1,ab,1.118320,39
User 1ab,p1,aa,2.267270,40
User 1ab,p1,ac,0.575050,41
User 1ab,p1,ae,0.624390,42
User 1ab,p1,af,1.133520,43
User 1ab,p1,af,0.558590,44
User 1ab,p1,af,0.361270,45
User 1ab,p1,ae,1.527860,46
User 1ab,p1,ad,0.427340,47
User 1ab,p1,ag,0.574710,48
User 1ab,p1,af,0.016360,49
User 1ab,p1,ah,0.657250,50
User 1ab,p1,ae,0.837760,51
User 1ab,p1,af,0.394260,52
User 1ab,p1,ae,0.854240,53
