subj,cond,AOI,duration,order
User 9ab,p1,ah,0.065740,1
User 9ab,p1,ah,0.065680,2
User 9ab,p1,ah,0.509520,3
User 9ab,p1,ai,0.295830,4
User 9ab,p1,ah,0.706180,5
User 9ab,p1,ag,0.657100,6
User 9ab,p1,af,0.377800,7
User 9ab,p1,ae,0.361270,8
User 9ab,p1,ae,0.246520,9
User 9ab,p1,ab,0.032960,10
User 9ab,p1,ad,0.936340,11
User 9ab,p1,ad,0.427000,12
User 9ab,p1,ae,0.065610,13
User 9ab,p1,ad,0.164370,14
User 9ab,p1,ae,0.443670,15
User 9ab,p1,ag,0.312260,16
User 9ab,p1,af,1.281310,17
User 9ab,p1,ah,0.755620,18
User 9ab,p1,ag,0.443300,19
