subj,cond,AOI,duration,order
User 11ab,p1,ah,0.213860,1
User 11ab,p1,ah,0.229740,2
User 11ab,p1,ai,0.082150,3
User 11ab,p1,ah,0.032840,4
User 11ab,p1,ai,0.445190,5
User 11ab,p1,ag,0.098760,6
User 11ab,p1,ah,0.279290,7
User 11ab,p1,ai,0.082030,8
User 11ab,p1,ah,0.114990,9
User 11ab,p1,ai,0.197140,10
User 11ab,p1,ah,1.610230,11
User 11ab,p1,ah,0.607790,12
User 11ab,p1,ah,0.476320,13
User 11ab,p1,ah,0.032710,14
User 11ab,p1,ah,0.081910,15
User 11ab,p1,ag,0.459590,16
User 11ab,p1,ah,0.525880,17
User 11ab,p1,ag,0.460080,18
User 11ab,p1,af,0.032720,19
User 11ab,p1,ag,0.952760,20
User 11ab,p1,ag,0.279300,21
User 11ab,p1,ag,0.394170,22
User 11ab,p1,ae,0.312130,23
User 11ab,p1,af,0.049440,24
User 11ab,p1,ad,0.082280,25
User 11ab,p1,ad,0.114990,26
User 11ab,p1,ad,0.312130,27
User 11ab,p1,ae,0.065910,28
User 11ab,p1,ad,0.016240,29
User 11ab,p1,ad,0.131590,30
User 11ab,p1,ad,0.098510,31
User 11ab,p1,ad,0.591180,32
User 11ab,p1,ad,0.788700,33
User 11ab,p1,ac,0.492670,34
User 11ab,p1,ac,0.903320,35
User 11ab,p1,ab,1.084350,36
User 11ab,p1,bb,0.016360,37
User 11ab,p1,ai,0.279300,38
User 11ab,p1,ai,0.920290,39
User 11ab,p1,bh,0.180420,40
User 11ab,p1,ae,0.804930,41
User 11ab,p1,ae,0.262940,42
User 11ab,p1,ae,0.624270,43
User 11ab,p1,ae,0.887200,44
User 11ab,p1,ac,0.246340,45
User 11ab,p1,ad,0.181030,46
