subj,cond,AOI,duration,order
User 19ab,p2,af,0.032720,1
User 19ab,p2,ag,0.213740,2
User 19ab,p2,ah,0.788570,3
User 19ab,p2,ai,0.262690,4
User 19ab,p2,ah,0.460090,5
User 19ab,p2,ai,0.049200,6
User 19ab,p2,ah,0.049190,7
User 19ab,p2,ah,0.114990,8
User 19ab,p2,ah,0.131470,9
User 19ab,p2,ai,0.049320,10
User 19ab,p2,ah,0.213500,11
User 19ab,p2,ah,0.673950,12
User 19ab,p2,ai,0.147940,13
User 19ab,p2,bh,0.295900,14
User 19ab,p2,bh,0.262820,15
User 19ab,p2,bi,0.049200,16
User 19ab,p2,bh,0.131350,17
User 19ab,p2,ah,0.180790,18
User 19ab,p2,ah,0.049320,19
User 19ab,p2,ah,0.952880,20
User 19ab,p2,ah,0.410890,21
User 19ab,p2,bh,0.164190,22
User 19ab,p2,bh,0.295650,23
User 19ab,p2,bh,0.180660,24
User 19ab,p2,bi,0.098510,25
User 19ab,p2,bh,0.213630,26
User 19ab,p2,ah,0.229980,27
User 19ab,p2,ag,1.002320,28
User 19ab,p2,af,0.377930,29
User 19ab,p2,ag,0.032830,30
User 19ab,p2,ag,0.525880,31
User 19ab,p2,af,1.133310,32
User 19ab,p2,bf,0.328490,33
User 19ab,p2,af,0.461790,34
User 19ab,p2,af,0.722780,35
User 19ab,p2,af,1.429930,36
User 19ab,p2,af,1.642460,37
User 19ab,p2,ae,1.133660,38
User 19ab,p2,ae,1.412970,39
User 19ab,p2,ad,1.659420,40
User 19ab,p2,ad,1.462280,41
User 19ab,p2,ae,1.231810,42
User 19ab,p2,ae,0.870850,43
User 19ab,p2,ad,1.856570,44
User 19ab,p2,ad,0.213500,45
User 19ab,p2,ac,1.462040,46
User 19ab,p2,ac,2.021970,47
User 19ab,p2,ac,3.334840,48
User 19ab,p2,ab,0.624270,49
User 19ab,p2,ab,0.722900,50
User 19ab,p2,ac,0.345100,51
User 19ab,p2,af,0.837770,52
User 19ab,p2,ag,1.116940,53
User 19ab,p2,ac,0.147580,54
User 19ab,p2,ag,0.673340,55
User 19ab,p2,bg,1.347290,56
User 19ab,p2,bf,0.673460,57
User 19ab,p2,bf,0.049310,58
User 19ab,p2,be,0.049070,59
User 19ab,p2,bf,0.213510,60
User 19ab,p2,bf,0.920290,61
User 19ab,p2,be,0.393920,62
User 19ab,p2,ae,0.180910,63
User 19ab,p2,af,1.002190,64
User 19ab,p2,bf,1.116940,65
User 19ab,p2,ah,0.114860,66
User 19ab,p2,bh,0.049440,67
User 19ab,p2,bg,1.083740,68
User 19ab,p2,ah,0.952880,69
User 19ab,p2,bh,1.380120,70
User 19ab,p2,bh,0.311650,71
User 19ab,p2,ag,0.082150,72
User 19ab,p2,ac,2.037230,73
User 19ab,p2,bc,0.689940,74
User 19ab,p2,ac,0.854370,75
User 19ab,p2,ab,0.197150,76
User 19ab,p2,ab,0.343510,77
User 19ab,p2,ab,0.788690,78
User 19ab,p2,ab,0.016240,79
User 19ab,p2,bb,0.164190,80
User 19ab,p2,bc,0.344840,81
User 19ab,p2,ab,0.625490,82
User 19ab,p2,ac,0.427120,83
User 19ab,p2,ac,3.531980,84
User 19ab,p2,bc,0.493040,85
User 19ab,p2,ac,1.265020,86
User 19ab,p2,ad,0.147950,87
User 19ab,p2,ae,0.936650,88
User 19ab,p2,bf,0.509280,89
User 19ab,p2,ag,0.591430,90
User 19ab,p2,ah,0.016480,91
User 19ab,p2,ah,0.410890,92
User 19ab,p2,ah,0.623900,93
User 19ab,p2,ai,0.180790,94
