subj,cond,AOI,duration,order
User 1ab,p2,ag,0.246520,1
User 1ab,p2,ah,0.377990,2
User 1ab,p2,ai,0.443450,3
User 1ab,p2,ai,3.532040,4
User 1ab,p2,ah,5.552730,5
User 1ab,p2,bh,2.628570,6
User 1ab,p2,ag,4.583310,7
User 1ab,p2,ag,2.579250,8
User 1ab,p2,af,6.653440,9
User 1ab,p2,af,1.790610,10
User 1ab,p2,bf,0.361360,11
User 1ab,p2,af,0.427150,12
User 1ab,p2,be,1.560890,13
User 1ab,p2,bf,0.427370,14
User 1ab,p2,ae,1.133330,15
User 1ab,p2,bd,0.525630,16
User 1ab,p2,ad,0.427280,17
User 1ab,p2,bc,0.492920,18
User 1ab,p2,ae,3.055660,19
User 1ab,p2,bc,0.558650,20
User 1ab,p2,ae,3.548470,21
User 1ab,p2,be,0.246370,22
User 1ab,p2,ad,4.715120,23
User 1ab,p2,ad,2.694210,24
User 1ab,p2,bd,0.657280,25
User 1ab,p2,ac,3.909760,26
User 1ab,p2,ac,2.447880,27
User 1ab,p2,bc,0.410640,28
User 1ab,p2,ai,0.870790,29
User 1ab,p2,ab,2.102690,30
User 1ab,p2,bh,1.018500,31
User 1ab,p2,ac,0.082150,32
User 1ab,p2,bc,1.199310,33
User 1ab,p2,ac,0.377650,34
User 1ab,p2,bd,0.673580,35
User 1ab,p2,ad,0.312280,36
User 1ab,p2,ab,0.246460,37
User 1ab,p2,ab,3.252720,38
User 1ab,p2,bh,1.215640,39
User 1ab,p2,be,1.692320,40
User 1ab,p2,ad,0.196870,41
User 1ab,p2,be,1.511390,42
User 1ab,p2,ae,0.229830,43
User 1ab,p2,bf,4.238340,44
User 1ab,p2,bh,0.936770,45
User 1ab,p2,ah,2.644770,46
User 1ab,p2,ag,1.774410,47
User 1ab,p2,ae,0.690000,48
