0.000000 161.355027 68.682737
0.016360 73.838467 24.347865
0.032710 -33.008704 -22.373066
0.049160 -7.973034 -5.842972
0.065580 -3.849284 -4.038539
0.082060 0.217174 -8.174889
0.114930 3.773401 -9.046215
0.131290 3.985767 5.246399
0.147740 1.134534 17.571085
0.164340 2.147668 17.204122
0.180600 -3.956494 12.534018
0.197080 -2.859722 2.308256
0.213440 3.631215 -1.456084
0.229980 -0.640979 -3.667143
0.246310 0.931350 -5.030192
0.262660 3.194350 -7.968484
0.279210 9.065982 4.702721
0.295560 -31.839330 -32.099384
0.312070 -59.629093 -50.317511
0.328580 -44.686419 -40.039964
0.361480 -4.190044 -8.422236
0.377810 17.346109 20.648401
0.410610 -1.940141 -3.519330
0.427150 0.323523 7.468735
0.443480 1.493992 10.057269
0.459840 5.156497 5.323496
0.476320 0.232954 9.548655
0.492740 3.171973 -2.451055
0.509250 -3.743200 -12.244845
0.525570 33.747587 -31.669599
0.542080 47.511682 -28.336589
0.755580 34.534456 -3.665009
0.788600 5.672062 4.284147
0.804960 -17.702961 7.778074
0.821350 5.686847 1.155962
0.854190 3.835692 -3.970538
0.870610 10.795282 -1.979334
0.903470 -22.969443 5.976633
0.919980 -46.805197 5.218635
1.215580 -56.075427 -2.328147
1.248410 -34.870731 -3.245626
1.264830 -4.956895 -0.818151
1.297730 -2.932257 4.384367
1.314120 2.515414 -0.627428
1.346980 -2.367593 -0.811335
1.363430 -3.350956 3.321750
1.593630 -2.742599 1.315440
1.610020 4.835462 0.113771
1.626340 6.420678 -3.836525
1.642730 6.585504 -1.400908
1.659210 4.461584 5.420400
1.675780 3.628398 6.632007
1.693450 11.843365 -2.061777
1.708500 9.394074 -10.648301
1.741360 2.049772 -9.984275
1.757690 1.854081 -0.383083
1.774230 -1.693397 10.276746
1.792660 -3.190504 17.001621
1.807220 -1.331121 17.572639
1.823490 2.542565 10.917214
1.839810 9.988895 -1.932405
1.856200 6.106406 -7.121397
1.889250 3.229192 -7.672302
1.922120 5.164023 1.652194
1.938510 4.967072 4.662981
1.954990 -3.820144 12.126146
1.971220 -4.578077 5.714906
1.987730 2.137059 -11.196548
2.004240 -0.231097 -20.413730
2.020570 -10.515823 -18.947105
2.037110 -16.418655 -0.125892
2.053440 -6.193096 9.012319
2.086430 3.759610 6.254044
2.102720 0.059142 -1.939242
2.135650 -5.540983 -5.001350
2.151980 -1.068397 -0.594505
2.184840 -4.408278 8.547960
2.201350 16.034982 2.431392
2.217740 28.797112 -0.073057
2.234190 29.849656 2.752751
2.250790 2.873877 6.557085
2.267150 -21.531115 4.545710
2.283480 -13.566877 -4.316946
2.299840 -4.746551 -4.344938
2.316530 8.142037 2.058151
2.332860 4.513201 11.574752
2.350310 7.818618 14.184396
2.365690 1.320877 9.505249
2.381960 -7.827867 2.288801
2.398440 -2.610624 -3.100238
2.414860 6.432048 -3.686578
2.431370 12.133165 -2.935476
2.447720 4.766409 -1.781277
2.464230 -2.280074 -1.505376
2.480590 -1.268299 -2.774631
2.496950 0.160916 -1.998997
2.513460 -1.706591 -0.489892
2.529720 -4.829827 3.763530
2.546360 -2.477721 0.433017
2.562930 3.321650 -3.097233
2.579190 5.653763 -5.561810
2.595580 6.531667 -2.176833
2.611970 0.846185 -4.662132
2.628300 -5.007682 -11.974773
2.644840 -1.357807 -5.849146
2.661350 -0.038422 1.263704
2.677700 -1.127738 6.993435
2.694090 4.555468 5.824863
2.710570 9.484774 0.629459
2.726960 11.632463 -0.970253
2.743470 2.720321 -7.698077
2.759670 -4.078954 -7.983920
2.777280 0.821918 -0.432168
2.792720 4.460921 2.714773
2.809050 -0.374111 6.444683
