0.049410 -0.764768
0.345150 -1.179540
0.427090 0.197229
0.492840 -0.569068
0.542110 -0.477357
1.133540 -0.469321
1.281360 -0.327035
1.659240 -1.315921
1.724950 0.004726
1.922030 -1.798758
2.333050 -0.053895
2.415220 -0.464582
3.450120 1.506557
5.322880 0.850248
6.653460 -0.503497
6.702760 -0.541313
6.768360 -1.874706
7.343930 0.455999
8.197720 3.364256
10.596240 0.779858
11.253360 0.551080
11.434130 0.965604
12.271870 -1.590070
12.337570 0.066308
13.323350 -0.701325
13.372600 -0.103093
13.536850 0.189057
13.685440 -0.017348
13.980450 -1.292939
14.161090 -0.736764
14.489730 -0.503308
15.672410 -0.122758
15.705340 -0.224237
15.771070 0.264878
16.674610 0.198978
17.151110 3.829249
20.371230 -0.107377
20.946000 -0.291745
21.488390 -0.840506
21.849690 0.059370
23.410200 2.184083
25.874620 -0.446505
25.940260 -1.975385
26.318070 -0.179369
26.958690 -0.500718
27.156140 0.298619
28.141620 1.505765
30.918170 0.379698
31.345230 1.068755
32.347240 1.026068
34.139180 0.012494
36.142110 -0.006721
37.259510 1.282882
38.885730 4.736560
42.828480 0.532436
44.635540 -1.336194
44.931350 -1.027761
45.539110 1.177689
46.886220 2.131483
48.679700 0.565357
49.235520 1.111885
51.009990 -1.188869
51.223530 2.685991
53.935200 0.754779
56.299760 -3.807224
56.956710 0.152756
57.071880 0.812033
57.679760 0.947946
58.846120 0.332623
59.437520 -0.413958
59.568890 -0.619135
59.634720 -1.139739
59.848190 1.096146
60.636730 0.261404
61.408860 -4.513524
61.934920 0.467000
62.542650 -0.812909
63.215870 -0.408732
63.396680 0.559691
63.577680 -4.200867
63.922380 0.023887
64.152330 0.577795
64.793140 0.022881
65.154500 -0.121995
65.729600 -0.121995
