subj,cond,AOI,duration,order
User 9ab,p2,ai,0.229860,1
User 9ab,p2,ai,0.788700,2
User 9ab,p2,ai,0.492920,3
User 9ab,p2,ag,2.069950,4
User 9ab,p2,bg,0.476440,5
User 9ab,p2,ae,0.640620,6
User 9ab,p2,bd,0.081900,7
User 9ab,p2,bf,0.706550,8
User 9ab,p2,bg,0.952700,9
User 9ab,p2,be,0.755860,10
User 9ab,p2,ab,0.328310,11
User 9ab,p2,ad,1.035030,12
User 9ab,p2,af,4.616450,13
User 9ab,p2,bh,0.179080,14
User 9ab,p2,ah,1.101010,15
User 9ab,p2,bh,2.464360,16
User 9ab,p2,ai,1.659120,17
User 9ab,p2,ai,1.166380,18
User 9ab,p2,bi,0.262880,19
User 9ab,p2,ai,1.034970,20
User 9ab,p2,ae,1.412590,21
User 9ab,p2,ai,0.065790,22
