0.000000 746.453000 727.386000
0.016480 722.636000 697.246000
0.032960 723.384000 689.282000
0.049440 701.981000 673.156000
0.065800 733.312000 684.244000
0.082150 733.295000 681.582000
0.098630 729.181000 654.456000
0.114990 734.978000 684.464000
0.131470 734.009000 675.268000
0.147950 757.537000 642.576000
0.164430 716.040000 669.218000
0.180790 716.822000 664.026000
0.197140 703.749000 731.500000
0.213620 740.928000 691.570000
0.229980 740.214000 699.116000
0.246580 712.980000 741.576000
0.262940 640.101000 632.192000
0.279420 640.628000 624.316000
0.297120 633.862000 596.838000
0.312130 603.160000 538.428000
0.328740 602.990000 535.634000
0.345090 586.160000 558.250000
0.361570 585.293000 565.708000
0.377930 586.619000 583.924000
0.394410 613.139000 635.668000
0.410640 573.393000 593.736000
0.427120 571.948000 586.300000
0.443730 594.167000 616.748000
0.460080 587.520000 615.626000
0.476560 588.880000 634.106000
0.492920 662.201000 382.624000
0.509400 721.038000 122.848000
0.525760 720.341000 131.934000
0.542240 751.451000 90.178000
0.558720 746.096000 95.920000
0.575070 746.181000 116.820000
0.591550 762.688000 194.260000
0.607910 737.171000 133.408000
0.624390 738.973000 112.860000
0.640750 738.922000 117.590000
0.706540 753.916000 31.416000
0.722900 753.967000 98.824000
0.739380 749.785000 146.982000
0.755980 745.688000 132.726000
0.772340 746.385000 122.892000
0.788820 725.798000 120.230000
0.805300 765.680000 132.550000
0.821660 765.816000 67.452000
0.920410 770.984000 12.496000
0.953130 716.788000 10.516000
1.051760 722.347000 95.106000
1.069460 723.486000 129.778000
1.084590 749.564000 124.234000
1.101070 716.890000 72.050000
1.117550 716.890000 71.434000
1.134160 740.265000 151.162000
1.150390 754.205000 84.788000
1.166750 755.191000 94.204000
1.183110 713.694000 108.636000
1.199580 720.426000 110.154000
1.215940 720.103000 86.636000
1.232300 611.337000 139.040000
1.248900 552.211000 231.792000
1.265140 552.160000 241.692000
1.281740 532.848000 216.722000
1.298100 538.288000 327.602000
1.314450 538.441000 339.680000
1.330930 534.191000 277.508000
1.347170 564.927000 280.148000
1.364010 563.431000 258.940000
