subj,cond,AOI,duration,order
User 17ab,p1,ah,0.377990,1
User 17ab,p1,ai,0.443800,2
User 17ab,p1,ai,0.737340,3
User 17ab,p1,ah,1.232100,4
User 17ab,p1,ah,1.100790,5
User 17ab,p1,ag,0.345090,6
User 17ab,p1,ag,0.837820,7
User 17ab,p1,af,0.033020,8
User 17ab,p1,ag,0.147830,9
User 17ab,p1,ag,1.380010,10
User 17ab,p1,af,0.163830,11
User 17ab,p1,ag,0.295720,12
User 17ab,p1,af,0.443650,13
User 17ab,p1,af,0.410560,14
User 17ab,p1,ag,0.131520,15
User 17ab,p1,af,1.133490,16
User 17ab,p1,af,1.215920,17
User 17ab,p1,bf,0.673590,18
User 17ab,p1,ae,0.476570,19
User 17ab,p1,ae,0.279300,20
User 17ab,p1,ag,0.246680,21
User 17ab,p1,ag,1.310490,22
User 17ab,p1,ag,0.033200,23
User 17ab,p1,ag,0.804850,24
User 17ab,p1,ae,0.049410,25
User 17ab,p1,af,0.049390,26
User 17ab,p1,af,0.854240,27
User 17ab,p1,af,0.804870,28
User 17ab,p1,ae,0.082300,29
User 17ab,p1,ad,1.133220,30
User 17ab,p1,ac,2.135580,31
User 17ab,p1,ab,0.493090,32
User 17ab,p1,ac,0.213790,33
User 17ab,p1,ab,0.426750,34
User 17ab,p1,ab,0.690030,35
User 17ab,p1,ab,1.363450,36
User 17ab,p1,ab,1.872860,37
User 17ab,p1,ad,0.229660,38
User 17ab,p1,ag,0.279550,39
User 17ab,p1,af,0.049280,40
User 17ab,p1,ag,0.032880,41
User 17ab,p1,ai,1.347120,42
User 17ab,p1,ai,0.065720,43
User 17ab,p1,ag,1.593450,44
User 17ab,p1,ae,0.558610,45
User 17ab,p1,ah,0.048930,46
User 17ab,p1,ah,0.114910,47
User 17ab,p1,ag,0.870780,48
