aoi_order,timestamp,x,y,duration,prev_sacc_amplitude,aoi_label,aoi_line,word,word_length_signs
None,0.082310,717.265710,148.099913,0.196930,0.000000,a,None,None,None
None,0.312100,686.613909,67.640405,2.694400,0.000000,a,None,None,None
None,3.088710,650.284417,265.840576,10.480960,201.502208,a,None,None,None
None,13.635770,809.898347,41.908653,0.591050,274.994750,a,None,None,None
None,14.292500,652.158512,398.946134,2.168530,390.330141,a,None,None,None
None,16.510250,606.013764,603.038337,4.222200,209.243793,a,None,None,None
None,20.765150,519.889916,757.621190,0.246460,176.955293,a,None,None,None
None,21.126600,585.192055,255.407156,0.361440,506.441808,a,None,None,None
None,21.652150,733.596757,27.365276,0.493210,272.079133,a,None,None,None
None,22.588750,542.599779,1010.672346,0.016400,1001.684900,a,None,None,None
None,22.703770,598.812934,246.517993,3.548440,766.219155,a,None,None,None
None,26.334350,664.332641,594.921642,1.708620,354.510838,a,None,None,None
None,28.158040,643.214774,303.463424,1.182870,292.222273,a,None,None,None
