subj,cond,AOI,duration,order
User 11ab,p1,ah,1.035040,1
User 11ab,p1,ah,0.394160,2
User 11ab,p1,ah,0.443480,3
User 11ab,p1,ah,0.558960,4
User 11ab,p1,ah,0.279420,5
User 11ab,p1,bh,0.706300,6
User 11ab,p1,ah,1.149900,7
User 11ab,p1,ah,0.098630,8
User 11ab,p1,ag,0.246580,9
User 11ab,p1,ag,0.164180,10
User 11ab,p1,ag,2.234380,11
User 11ab,p1,ag,0.460080,12
User 11ab,p1,ae,0.394290,13
User 11ab,p1,ad,0.213750,14
User 11ab,p1,ac,0.032840,15
User 11ab,p1,ad,2.677860,16
User 11ab,p1,ac,1.511110,17
User 11ab,p1,bb,0.476560,18
User 11ab,p1,ai,0.262940,19
User 11ab,p1,ai,0.887210,20
User 11ab,p1,bh,0.098510,21
User 11ab,p1,ae,0.492800,22
User 11ab,p1,ae,1.445680,23
User 11ab,p1,ae,0.624030,24
User 11ab,p1,ac,0.229980,25
User 11ab,p1,ad,0.148190,26
