subj,cond,AOI,duration,order
User 6ba,p2,ag,0.246580,1
User 6ba,p2,ah,2.119140,2
User 6ba,p2,ah,0.723150,3
User 6ba,p2,ah,2.168460,4
User 6ba,p2,bh,0.690190,5
User 6ba,p2,ah,0.394280,6
User 6ba,p2,bg,1.428950,7
User 6ba,p2,ag,0.558590,8
User 6ba,p2,bg,4.714850,9
User 6ba,p2,ae,2.579350,10
User 6ba,p2,bd,0.213870,11
User 6ba,p2,ad,1.659180,12
User 6ba,p2,bc,0.213380,13
User 6ba,p2,bg,0.345210,14
User 6ba,p2,af,2.250740,15
User 6ba,p2,ad,0.180660,16
User 6ba,p2,bd,0.164550,17
User 6ba,p2,ae,0.164060,18
User 6ba,p2,ah,0.063470,19
