subj,cond,AOI,duration,order
User 9ab,p1,ah,0.115050,1
User 9ab,p1,ah,0.296150,2
User 9ab,p1,ai,0.213500,3
User 9ab,p1,ai,0.311890,4
User 9ab,p1,ah,0.706240,5
User 9ab,p1,ag,0.657110,6
User 9ab,p1,af,0.164310,7
User 9ab,p1,af,0.213560,8
User 9ab,p1,ae,0.312080,9
User 9ab,p1,af,0.016550,10
User 9ab,p1,ad,0.016540,11
User 9ab,p1,ae,0.164000,12
User 9ab,p1,aa,0.033080,13
User 9ab,p1,ac,0.032770,14
User 9ab,p1,ac,0.246460,15
User 9ab,p1,ad,0.361390,16
User 9ab,p1,ad,0.147770,17
User 9ab,p1,ac,0.016480,18
User 9ab,p1,ad,0.082150,19
User 9ab,p1,ad,0.032840,20
User 9ab,p1,ad,0.016290,21
User 9ab,p1,ac,0.016540,22
User 9ab,p1,ad,0.032900,23
User 9ab,p1,ad,0.098750,24
User 9ab,p1,ad,0.131470,25
User 9ab,p1,ae,0.049500,26
User 9ab,p1,ae,0.016540,27
User 9ab,p1,ac,0.016420,28
User 9ab,p1,ae,0.032960,29
User 9ab,p1,ad,0.065610,30
User 9ab,p1,ae,0.049190,31
User 9ab,p1,ae,0.213870,32
User 9ab,p1,af,0.016230,33
User 9ab,p1,ae,0.082150,34
User 9ab,p1,ag,0.016480,35
User 9ab,p1,af,0.049320,36
User 9ab,p1,ag,0.016670,37
User 9ab,p1,af,0.164130,38
User 9ab,p1,ae,0.690060,39
User 9ab,p1,af,0.213320,40
User 9ab,p1,ag,0.032840,41
User 9ab,p1,af,0.049320,42
User 9ab,p1,af,0.214050,43
User 9ab,p1,ag,0.345160,44
User 9ab,p1,ah,0.065860,45
User 9ab,p1,ah,0.114870,46
User 9ab,p1,ah,0.082280,47
User 9ab,p1,ai,0.051090,48
User 9ab,p1,ag,0.509520,49
