subj,cond,AOI,duration,order
User 7ab,p1,ai,1.593500,1
User 7ab,p1,ai,0.246580,2
User 7ab,p1,bh,0.444090,3
User 7ab,p1,ae,6.850830,4
User 7ab,p1,ac,2.529550,5
User 7ab,p1,af,7.064210,6
User 7ab,p1,ae,2.382080,7
User 7ab,p1,ad,7.113040,8
User 7ab,p1,ag,1.511230,9
User 7ab,p1,ah,0.689950,10
User 7ab,p1,ah,0.722900,11
User 7ab,p1,ad,18.810300,12
User 7ab,p1,ae,5.536620,13
User 7ab,p1,af,4.419190,14
User 7ab,p1,ag,1.624270,15
User 7ab,p1,bh,0.213630,16
User 7ab,p1,ag,1.232180,17
User 7ab,p1,ab,0.377690,18
User 7ab,p1,ai,0.492680,19
User 7ab,p1,ag,3.121590,20
User 7ab,p1,bh,0.115230,21
User 7ab,p1,af,5.175300,22
User 7ab,p1,ae,2.546870,23
User 7ab,p1,ah,1.725100,24
User 7ab,p1,ah,1.889160,25
User 7ab,p1,ah,2.250480,26
User 7ab,p1,ai,0.525880,27
User 7ab,p1,ac,1.183100,28
User 7ab,p1,af,0.213870,29
