subj,cond,AOI,duration,order
User 4ba,p1,af,0.443480,1
User 4ba,p1,ah,0.558590,2
User 4ba,p1,ai,0.805060,3
User 4ba,p1,ah,1.413090,4
User 4ba,p1,bh,0.706550,5
User 4ba,p1,ah,1.806880,6
User 4ba,p1,ag,0.131720,7
User 4ba,p1,bh,0.870480,8
User 4ba,p1,ag,2.792730,9
User 4ba,p1,ae,2.447990,10
User 4ba,p1,af,3.466300,11
User 4ba,p1,ad,2.842040,12
User 4ba,p1,ac,0.377810,13
User 4ba,p1,ab,0.936640,14
User 4ba,p1,ab,0.673710,15
User 4ba,p1,ad,0.985840,16
User 4ba,p1,ae,0.279410,17
User 4ba,p1,af,0.016600,18
User 4ba,p1,ae,0.624390,19
User 4ba,p1,af,1.412840,20
