subj,cond,AOI,duration,order
User 4ba,p2,af,0.245980,1
User 4ba,p2,af,0.163210,2
User 4ba,p2,ah,0.114870,3
User 4ba,p2,ah,0.361570,4
User 4ba,p2,ai,1.051390,5
User 4ba,p2,ah,0.164430,6
User 4ba,p2,ah,1.215570,7
User 4ba,p2,ah,0.213510,8
User 4ba,p2,bg,0.032830,9
User 4ba,p2,bi,0.394280,10
User 4ba,p2,ah,0.690060,11
User 4ba,p2,af,2.498410,12
User 4ba,p2,bg,1.938470,13
User 4ba,p2,ag,0.805290,14
User 4ba,p2,af,0.164180,15
User 4ba,p2,ag,0.229860,16
User 4ba,p2,ah,0.016480,17
User 4ba,p2,af,0.128290,18
User 4ba,p2,ah,0.016110,19
User 4ba,p2,af,0.082760,20
User 4ba,p2,bf,0.870610,21
User 4ba,p2,bf,0.558720,22
User 4ba,p2,ae,0.048950,23
User 4ba,p2,ae,0.589110,24
User 4ba,p2,ae,0.147950,25
User 4ba,p2,ad,1.593500,26
User 4ba,p2,ae,0.345090,27
User 4ba,p2,ac,0.788820,28
User 4ba,p2,ae,0.410650,29
User 4ba,p2,af,0.525880,30
User 4ba,p2,ag,0.031130,31
User 4ba,p2,bf,0.788460,32
User 4ba,p2,bf,0.837770,33
User 4ba,p2,af,0.049200,34
User 4ba,p2,ah,0.016720,35
User 4ba,p2,af,0.262820,36
User 4ba,p2,bf,0.854000,37
User 4ba,p2,bf,0.016600,38
