subj,cond,AOI,duration,order
User 8ba,p2,ah,0.197020,1
User 8ba,p2,ai,0.262820,2
User 8ba,p2,ag,0.016540,3
User 8ba,p2,ai,1.248550,4
User 8ba,p2,bi,1.429110,5
User 8ba,p2,ah,1.265130,6
User 8ba,p2,ah,1.363620,7
User 8ba,p2,bg,1.413090,8
User 8ba,p2,bf,0.837620,9
User 8ba,p2,ag,0.870730,10
User 8ba,p2,af,0.031660,11
User 8ba,p2,ag,2.069930,12
User 8ba,p2,ae,2.743510,13
User 8ba,p2,bd,0.210970,14
User 8ba,p2,ac,0.344900,15
User 8ba,p2,ab,1.610030,16
User 8ba,p2,ag,4.484970,17
User 8ba,p2,ae,0.016330,18
User 8ba,p2,ag,0.131230,19
User 8ba,p2,bg,0.476200,20
