subj,cond,AOI,duration,order
User 5ba,p1,af,0.262940,1
User 5ba,p1,ai,3.104980,2
User 5ba,p1,ah,1.889410,3
User 5ba,p1,ah,2.266850,4
User 5ba,p1,ag,9.479250,5
User 5ba,p1,af,1.347410,6
User 5ba,p1,af,5.223880,7
User 5ba,p1,ae,8.822020,8
User 5ba,p1,ae,8.328860,9
User 5ba,p1,ad,0.246830,10
User 5ba,p1,ag,0.016610,11
User 5ba,p1,ad,1.051270,12
User 5ba,p1,ad,3.663330,13
User 5ba,p1,ad,0.805170,14
User 5ba,p1,af,4.369870,15
User 5ba,p1,ad,1.051520,16
User 5ba,p1,ad,5.372070,17
User 5ba,p1,ad,5.914300,18
User 5ba,p1,ad,2.135500,19
User 5ba,p1,ac,4.452150,20
User 5ba,p1,ac,0.706540,21
User 5ba,p1,ad,0.065430,22
User 5ba,p1,ac,7.113030,23
User 5ba,p1,ab,3.482660,24
User 5ba,p1,ab,4.172610,25
User 5ba,p1,af,2.283450,26
User 5ba,p1,af,1.758060,27
User 5ba,p1,ah,1.725100,28
User 5ba,p1,af,1.445550,29
User 5ba,p1,ae,0.591550,30
User 5ba,p1,ab,0.082280,31
