subj,cond,AOI,duration,order
User 2ab,p1,af,0.361510,1
User 2ab,p1,ai,0.016230,2
User 2ab,p1,ag,0.049320,3
User 2ab,p1,ai,0.016420,4
User 2ab,p1,ah,0.065610,5
User 2ab,p1,ag,1.100580,6
User 2ab,p1,ah,0.032890,7
User 2ab,p1,ag,0.312070,8
User 2ab,p1,ah,0.147770,9
User 2ab,p1,ah,0.049380,10
User 2ab,p1,ag,0.049250,11
User 2ab,p1,bh,0.378000,12
User 2ab,p1,bi,0.098630,13
User 2ab,p1,ai,0.295720,14
User 2ab,p1,ai,0.246400,15
User 2ab,p1,ah,0.739440,16
User 2ab,p1,ag,0.377570,17
User 2ab,p1,ai,0.016290,18
User 2ab,p1,ag,0.591550,19
User 2ab,p1,ag,0.345160,20
User 2ab,p1,ag,0.493110,21
User 2ab,p1,ai,0.164430,22
User 2ab,p1,ag,0.049380,23
User 2ab,p1,ai,0.197330,24
User 2ab,p1,ag,0.575310,25
User 2ab,p1,ag,0.114920,26
User 2ab,p1,ah,0.032960,27
User 2ab,p1,af,1.544250,28
User 2ab,p1,af,1.018550,29
User 2ab,p1,af,0.805230,30
User 2ab,p1,ae,0.359810,31
User 2ab,p1,ae,0.772520,32
User 2ab,p1,af,0.361510,33
User 2ab,p1,ag,0.049310,34
User 2ab,p1,ah,0.049260,35
User 2ab,p1,ag,0.016420,36
User 2ab,p1,ag,0.197330,37
User 2ab,p1,ae,0.656980,38
User 2ab,p1,ad,0.887210,39
User 2ab,p1,ae,0.312260,40
User 2ab,p1,ad,2.299990,41
User 2ab,p1,ad,3.844730,42
User 2ab,p1,ac,0.706360,43
User 2ab,p1,ac,0.394230,44
User 2ab,p1,ac,0.558540,45
User 2ab,p1,ab,0.196960,46
User 2ab,p1,ab,1.478700,47
User 2ab,p1,aa,0.640560,48
User 2ab,p1,ah,0.131410,49
User 2ab,p1,af,0.262690,50
User 2ab,p1,ag,0.164240,51
User 2ab,p1,ag,0.098570,52
User 2ab,p1,ai,0.098450,53
User 2ab,p1,ag,0.147710,54
User 2ab,p1,ah,0.049010,55
User 2ab,p1,ag,0.049310,56
User 2ab,p1,ag,0.197200,57
User 2ab,p1,bh,0.034480,58
User 2ab,p1,bg,0.049310,59
User 2ab,p1,ah,0.180480,60
User 2ab,p1,ai,0.197140,61
User 2ab,p1,ad,1.051390,62
User 2ab,p1,ae,0.262880,63
User 2ab,p1,ae,0.624450,64
