subj,cond,AOI,duration,order
User 4ba,p1,af,0.230470,1
User 4ba,p1,af,0.196900,2
User 4ba,p1,ah,0.131350,3
User 4ba,p1,ah,0.230110,4
User 4ba,p1,ah,0.131710,5
User 4ba,p1,ai,0.016610,6
User 4ba,p1,ah,0.229980,7
User 4ba,p1,ai,0.492670,8
User 4ba,p1,ai,0.230100,9
User 4ba,p1,ah,0.033080,10
User 4ba,p1,ah,0.147950,11
User 4ba,p1,ag,0.213620,12
User 4ba,p1,ah,0.131590,13
User 4ba,p1,ah,0.279170,14
User 4ba,p1,ah,0.016480,15
User 4ba,p1,ag,0.016230,16
User 4ba,p1,ah,0.131590,17
User 4ba,p1,bh,0.082030,18
User 4ba,p1,bh,0.230220,19
User 4ba,p1,bh,0.049190,20
User 4ba,p1,bh,0.049200,21
User 4ba,p1,ah,0.394410,22
User 4ba,p1,ah,0.361330,23
User 4ba,p1,bh,0.985720,24
User 4ba,p1,ag,0.164550,25
User 4ba,p1,ah,0.394410,26
User 4ba,p1,bh,0.493650,27
User 4ba,p1,ag,0.114990,28
User 4ba,p1,ag,0.180780,29
User 4ba,p1,ah,0.032840,30
User 4ba,p1,ag,2.431520,31
User 4ba,p1,af,0.312260,32
User 4ba,p1,af,1.675660,33
User 4ba,p1,ae,0.377810,34
User 4ba,p1,ae,0.706540,35
User 4ba,p1,ae,0.886960,36
User 4ba,p1,af,0.410770,37
User 4ba,p1,af,0.854490,38
User 4ba,p1,af,0.131470,39
User 4ba,p1,af,0.345090,40
User 4ba,p1,ae,0.870850,41
User 4ba,p1,ae,0.591180,42
User 4ba,p1,ad,0.607910,43
User 4ba,p1,ac,0.032710,44
User 4ba,p1,ac,0.275880,45
User 4ba,p1,ac,0.016480,46
User 4ba,p1,ab,0.295660,47
User 4ba,p1,ac,0.180790,48
User 4ba,p1,ac,0.164550,49
User 4ba,p1,ab,0.640750,50
User 4ba,p1,ab,0.162600,51
User 4ba,p1,ac,0.049190,52
User 4ba,p1,ab,0.675660,53
User 4ba,p1,ad,0.673580,54
User 4ba,p1,ab,0.262690,55
User 4ba,p1,ad,0.016230,56
User 4ba,p1,ae,0.279420,57
User 4ba,p1,af,0.016360,58
User 4ba,p1,ae,0.377810,59
User 4ba,p1,ad,0.213620,60
User 4ba,p1,af,0.032720,61
User 4ba,p1,ae,0.295660,62
User 4ba,p1,af,0.082150,63
User 4ba,p1,ag,0.182860,64
User 4ba,p1,af,0.575080,65
User 4ba,p1,af,0.164190,66
