subj,cond,AOI,duration,order
User 14ba,p2,ag,0.295740,1
User 14ba,p2,ah,0.148000,2
User 14ba,p2,ai,0.361570,3
User 14ba,p2,ai,2.874940,4
User 14ba,p2,ah,2.103050,5
User 14ba,p2,bg,1.248490,6
User 14ba,p2,ag,1.265130,7
User 14ba,p2,ag,0.049400,8
User 14ba,p2,af,1.429450,9
User 14ba,p2,af,1.199310,10
User 14ba,p2,bf,0.492730,11
User 14ba,p2,ag,0.131510,12
User 14ba,p2,ai,0.230180,13
User 14ba,p2,bi,0.426960,14
User 14ba,p2,ai,0.294550,15
User 14ba,p2,ad,0.131190,16
User 14ba,p2,ab,0.197190,17
User 14ba,p2,ab,0.131290,18
User 14ba,p2,ae,0.180760,19
User 14ba,p2,ah,0.147760,20
