subj,cond,AOI,duration,order
User 12ba,p1,ag,2.612150,1
User 12ba,p1,ag,1.100790,2
User 12ba,p1,af,2.431180,3
User 12ba,p1,af,4.287590,4
User 12ba,p1,ae,1.330720,5
User 12ba,p1,ae,0.197240,6
User 12ba,p1,af,3.367830,7
User 12ba,p1,af,0.887120,8
User 12ba,p1,ae,0.394140,9
User 12ba,p1,af,0.788450,10
User 12ba,p1,af,0.476190,11
User 12ba,p1,ad,0.722930,12
User 12ba,p1,af,1.067880,13
User 12ba,p1,ae,0.969180,14
User 12ba,p1,ad,0.575040,15
User 12ba,p1,ad,0.706450,16
User 12ba,p1,ac,0.805150,17
User 12ba,p1,af,1.166390,18
User 12ba,p1,ah,0.476040,19
User 12ba,p1,ag,0.115020,20
User 12ba,p1,ai,0.147730,21
User 12ba,p1,ah,0.180750,22
User 12ba,p1,ab,1.281560,23
User 12ba,p1,ae,0.049410,24
