subj,cond,AOI,duration,order
User 16ba,p1,ag,0.295890,1
User 16ba,p1,ah,1.856810,2
User 16ba,p1,ah,1.313960,3
User 16ba,p1,ag,2.792850,4
User 16ba,p1,af,2.612060,5
User 16ba,p1,af,1.215580,6
User 16ba,p1,af,2.825930,7
User 16ba,p1,ae,3.055910,8
User 16ba,p1,ae,1.954840,9
User 16ba,p1,ad,1.971430,10
User 16ba,p1,ac,2.152100,11
User 16ba,p1,af,2.464240,12
User 16ba,p1,ad,0.262700,13
User 16ba,p1,ac,2.283440,14
User 16ba,p1,ae,7.129880,15
User 16ba,p1,ac,1.642820,16
User 16ba,p1,af,1.117190,17
User 16ba,p1,ae,1.527840,18
User 16ba,p1,ab,1.544430,19
User 16ba,p1,af,0.213500,20
