subj,cond,AOI,duration,order
User 1ab,p1,ah,2.234210,1
User 1ab,p1,ah,2.940500,2
User 1ab,p1,ah,1.903670,3
User 1ab,p1,ag,7.145910,4
User 1ab,p1,af,5.864900,5
User 1ab,p1,af,1.084410,6
User 1ab,p1,ag,1.889220,7
User 1ab,p1,af,2.858520,8
User 1ab,p1,ae,1.757690,9
User 1ab,p1,ae,2.710760,10
User 1ab,p1,ae,5.174900,11
User 1ab,p1,ad,2.660130,12
User 1ab,p1,ad,3.893190,13
User 1ab,p1,ac,2.644870,14
User 1ab,p1,ac,3.121210,15
User 1ab,p1,ac,2.482480,16
User 1ab,p1,ab,2.677860,17
User 1ab,p1,aa,2.316470,18
User 1ab,p1,ac,0.607750,19
User 1ab,p1,ae,4.895780,20
User 1ab,p1,ag,0.608120,21
User 1ab,p1,af,0.032810,22
User 1ab,p1,ah,0.690060,23
User 1ab,p1,ae,2.184900,24
