0.147730 -0.496137
0.591370 0.560831
1.480560 0.707407
2.349270 1.546666
3.630590 2.229080
4.813370 0.970891
5.174940 0.555024
6.062150 -0.814744
6.144250 -0.235447
6.357860 2.344241
7.820320 -1.308003
8.082730 -0.386268
8.427910 0.538339
8.904450 -0.496950
9.364070 -0.522732
9.561390 2.058517
10.744120 1.007383
11.976280 -0.520045
12.764840 -0.440426
13.306990 -1.632831
13.684900 0.227589
13.968250 2.209592
15.344100 -0.187300
15.409910 -0.215886
16.280470 -1.097850
16.395500 -0.548409
16.543360 1.071516
17.430620 -0.091332
18.333990 -1.176496
18.449140 1.178227
19.598980 2.902503
21.800230 0.135998
22.326120 -0.540652
22.589830 -0.102226
23.065530 0.925066
23.821260 2.077628
25.266770 0.800272
27.222100 -3.656523
27.583090 -0.693917
27.895350 -1.491302
27.993870 -2.734149
28.371880 1.762473
29.768250 -2.732093
29.949060 0.106371
32.068100 -3.437145
32.742040 -0.397767
32.824020 -0.434705
32.971780 -0.434705
