aoi_order,timestamp,x,y,duration,prev_sacc_amplitude,aoi_label,aoi_line,word,word_length_signs
None,0.082700,672.012615,123.756676,1.921390,0.000000,a,None,None,None
None,2.086300,684.145891,99.610714,1.002450,0.000000,a,None,None,None
None,3.236450,625.039991,77.376047,0.789800,63.149725,a,None,None,None
None,4.090640,546.153577,314.430015,0.936400,249.835245,a,None,None,None
None,5.059940,539.606662,356.274063,2.414790,42.353117,a,None,None,None
None,7.523990,968.845818,371.145628,2.546690,429.496702,a,None,None,None
None,10.169190,506.464725,566.408198,0.476320,501.920060,a,None,None,None
None,10.727720,951.479249,629.505239,2.497010,449.465419,a,None,None,None
None,13.290410,524.764635,718.221090,7.064450,435.839264,a,None,None,None
None,20.371150,574.714223,915.348891,0.936350,203.357644,a,None,None,None
None,21.406130,609.006293,136.427759,1.938540,779.675623,a,None,None,None
None,23.410280,596.660374,96.620600,2.480710,41.677711,a,None,None,None
None,26.005980,553.117517,735.350231,0.049260,640.212091,a,None,None,None
None,26.104550,529.631505,506.003229,0.131410,230.546394,a,None,None,None
None,26.301700,993.946673,318.347525,0.328670,500.802594,a,None,None,None
None,26.695860,953.782496,648.187782,1.314580,332.276626,a,None,None,None
