subj,cond,AOI,duration,order
User 18ba,p2,ah,1.166690,1
User 18ba,p2,ai,2.151980,2
User 18ba,p2,ah,1.314400,3
User 18ba,p2,bh,0.739380,4
User 18ba,p2,ag,2.447750,5
User 18ba,p2,bg,0.657230,6
User 18ba,p2,ag,1.988220,7
User 18ba,p2,ae,1.741700,8
User 18ba,p2,bd,0.213500,9
User 18ba,p2,ae,2.102600,10
User 18ba,p2,be,0.542110,11
User 18ba,p2,ad,3.104860,12
User 18ba,p2,ac,0.607790,13
User 18ba,p2,af,0.032720,14
User 18ba,p2,ac,3.909730,15
User 18ba,p2,ab,0.394280,16
User 18ba,p2,ab,1.527770,17
User 18ba,p2,ab,2.283510,18
User 18ba,p2,bc,0.525750,19
User 18ba,p2,ab,1.215450,20
User 18ba,p2,ad,2.398800,21
User 18ba,p2,ae,0.622010,22
User 18ba,p2,ah,0.328560,23
User 18ba,p2,bh,0.919980,24
User 18ba,p2,bh,0.690000,25
User 18ba,p2,ah,0.591560,26
User 18ba,p2,bh,0.509340,27
User 18ba,p2,bd,0.295780,28
User 18ba,p2,be,0.032960,29
