0.049320 649.437643 196.273000 0.247310 72.931132 0.015630
0.312260 714.658262 228.910721 1.314200 168.854861 0.065680
1.692140 548.288250 257.772167 0.246340 332.207430 0.049560
1.988040 869.666450 341.902000 0.344720 207.284068 0.016360
2.349120 925.826800 142.370800 0.082280 373.857087 0.049800
2.481200 629.428778 370.224556 0.377200 255.815576 0.032960
2.891360 625.665167 114.436667 0.114990 312.420154 0.032960
3.039310 556.590045 419.125000 0.525630 140.235782 0.049320
3.614260 579.467100 557.482200 0.229980 214.770238 0.016360
3.860600 532.491000 347.912400 0.082270 369.079069 0.049070
3.991940 579.619048 713.970190 0.492920 185.203860 0.049320
4.534180 713.205250 842.248000 0.082030 232.399673 0.032960
4.649170 728.237500 610.335000 0.032960 84.419614 0.016360
4.698490 685.837071 683.334143 0.229980 92.182606 0.016350
4.944820 594.058303 691.953333 0.542240 348.463333 0.049320
5.536380 710.532000 1020.374667 0.049310 194.392567 0.016360
5.602050 599.023333 861.144370 0.443600 23.174649 0.016360
6.062010 611.754444 841.779889 0.312010 292.598691 0.049320
6.423340 619.501636 1134.276000 0.180910 48.076404 0.016600
6.620850 573.559600 1148.441800 0.197020 220.103223 0.049070
6.866940 716.380000 1315.916462 0.213630 128.418409 0.016600
7.097170 605.861867 1381.315467 0.295650 46.899926 0.018560
7.411380 628.932000 1340.482000 0.014400 380.431979 0.032720
7.458500 611.013553 1720.491763 1.330560 445.415402 0.049560
8.838620 519.809000 1284.514000 0.016120 22.327480 0.016600
8.871340 528.374069 1305.133310 0.476320 110.692618 0.032960
9.380620 618.890667 1368.848311 0.771970 264.705637 0.032960
10.185550 606.850889 1633.280000 0.164300 122.792557 0.016360
10.366210 635.287655 1513.825563 1.527830 407.162691 0.049080
11.943120 593.391538 1108.824115 1.840080 325.500626 0.032960
13.816160 542.468828 787.331448 0.476320 115.195056 0.032960
14.325440 520.090273 674.331000 0.361330 218.097020 0.032960
14.719730 717.881667 766.227000 0.114990 123.668901 0.016600
14.851320 722.390154 642.640308 0.213380 173.467119 0.032960
15.097660 597.856000 521.884000 0.016350 273.383124 0.032720
15.146730 533.519500 787.589000 0.032960 146.952820 0.016350
15.196040 611.677000 663.144087 0.410650 108.628156 0.032960
15.639650 604.456659 771.532015 2.645260 148.480871 0.016120
18.301030 543.425953 906.890140 0.706540 173.898686 0.032710
19.040280 713.024818 868.458667 0.574950 245.921209 0.016360
19.631590 682.159405 1112.435238 1.791020 180.855991 0.049070
21.471680 642.135536 1288.806946 2.037110 116.272236 0.032960
23.541750 591.292750 1393.373882 1.182860 100.376483 0.032710
24.757320 690.149000 1410.777333 0.575200 130.762871 0.016360
25.348880 575.027550 1472.793300 0.328610 87.965806 0.016360
25.693850 646.579669 1523.962405 2.891360 1096.850127 0.082270
