aoi_order,timestamp,x,y,duration,prev_sacc_amplitude,aoi_label,aoi_line,word,word_length_signs
None,0.082280,661.542527,416.631760,0.443720,0.000000,a,None,None,None
None,0.575320,646.152726,138.352640,3.729000,0.000000,a,None,None,None
None,4.370120,484.026474,330.657353,3.219970,251.527383,a,None,None,None
None,7.655640,929.173110,316.376728,1.922120,445.375644,a,None,None,None
None,9.643680,488.760543,323.802005,1.725090,440.475157,a,None,None,None
None,11.450680,928.797365,390.454084,1.692140,445.056069,a,None,None,None
None,13.208500,488.952821,586.858529,4.780640,481.703154,a,None,None,None
None,18.005620,482.158286,283.231703,0.098510,303.702841,a,None,None,None
None,18.186280,940.272740,386.042666,1.642700,469.509262,a,None,None,None
None,20.026610,555.956135,398.631807,0.344730,384.522742,a,None,None,None
None,20.420650,925.201645,436.401506,0.854130,371.172192,a,None,None,None
