0.000000 51.756248 62.309460
0.016450 22.260512 25.843937
0.032900 -11.230902 -20.759528
0.049330 -1.036511 -5.730109
0.065690 -0.622116 5.482317
0.082080 -1.292185 5.859306
0.098570 -0.943075 4.946500
0.114940 0.238301 2.190455
0.131330 0.118451 5.595885
0.147840 0.882592 3.566350
0.164320 0.882677 -1.292470
0.180760 0.902240 -3.208589
0.197070 0.415709 -4.396389
0.213580 -0.519880 -5.652514
0.230130 0.104609 -3.621973
0.246320 -0.362289 -1.461279
0.262830 -0.587806 0.316816
0.279330 -0.064127 -1.300988
0.295700 -2.383909 1.030876
0.312060 -2.886909 7.163500
0.328430 -5.754825 0.303655
0.344960 -4.468339 -3.991889
0.361450 -1.274938 -6.352330
0.378010 -0.355509 0.079771
0.394200 1.328274 1.337985
0.410690 0.274573 -4.119459
0.427280 -0.631452 -2.279676
0.443620 -0.122759 2.225149
0.459950 1.114254 10.431871
0.476320 1.377810 -3.441228
0.492810 -0.601055 -24.025917
0.509310 -3.301953 -34.302176
0.525560 -3.505619 -22.690373
0.541930 -1.319545 -0.961214
0.558560 0.670352 3.975950
0.574940 1.639996 7.123031
0.591310 1.017626 4.898700
0.607850 -1.217521 1.648330
0.624220 0.474398 2.405821
0.640690 1.597042 3.458521
0.657100 1.912619 6.043193
0.673550 0.480260 6.543328
0.689800 -0.869145 5.619538
0.706310 2.092047 -0.696494
0.722690 5.003669 -3.736968
0.755710 6.001444 -6.598092
0.772110 1.058998 -1.071675
0.804960 -2.555738 1.357142
0.821470 -1.379604 -0.845506
0.854220 -1.785792 4.991101
0.870710 -2.257322 2.911643
0.903580 -5.072104 5.594295
0.919940 -3.099827 5.369681
0.952820 -1.474664 0.512203
0.969310 -0.779354 -1.495095
1.002110 1.123817 -5.535655
1.018590 1.161784 -3.790836
1.051350 -0.188666 1.754404
1.067840 -1.227931 -0.263806
1.100710 3.059896 0.827958
1.117080 7.579050 3.015213
1.149930 5.962262 3.869181
1.166490 0.625449 4.542458
1.199200 -0.700579 -1.298466
1.215740 -2.193097 -3.488078
1.248460 2.477373 -2.351934
1.264940 4.842463 -1.267190
1.297910 6.814550 0.349225
1.314060 4.633190 2.477110
1.347080 -0.640944 -0.049391
1.363570 -0.319194 1.186816
1.396440 0.070808 1.925918
1.412840 0.233512 0.599705
1.445690 -2.051905 0.008993
1.462070 1.380409 -4.123554
1.478440 5.973985 -4.958601
1.494930 8.667993 -6.134717
1.511310 4.939952 -7.596568
1.527820 -1.319686 -4.034388
1.544200 -2.545653 -0.417735
1.560700 -0.869837 -1.931000
