subj,cond,AOI,duration,order
User 8ba,p2,ai,0.065890,1
User 8ba,p2,ah,0.065700,2
User 8ba,p2,ai,0.147830,3
User 8ba,p2,ai,0.065800,4
User 8ba,p2,ai,0.854270,5
User 8ba,p2,ai,0.131410,6
User 8ba,p2,bi,0.098630,7
User 8ba,p2,bh,1.232150,8
User 8ba,p2,ai,0.640640,9
User 8ba,p2,ah,0.345110,10
User 8ba,p2,ah,0.492990,11
User 8ba,p2,ah,0.624220,12
User 8ba,p2,ah,0.082110,13
User 8ba,p2,bh,0.493120,14
User 8ba,p2,bg,0.854310,15
User 8ba,p2,bf,0.804980,16
User 8ba,p2,ag,0.837800,17
User 8ba,p2,af,0.016380,18
User 8ba,p2,ag,1.363540,19
User 8ba,p2,ah,0.213380,20
User 8ba,p2,ah,0.295740,21
User 8ba,p2,ai,0.049400,22
User 8ba,p2,af,0.657270,23
User 8ba,p2,ae,0.755860,24
User 8ba,p2,ad,1.199480,25
User 8ba,p2,bd,0.180680,26
User 8ba,p2,ac,0.312120,27
User 8ba,p2,ab,0.788670,28
User 8ba,p2,ab,0.739060,29
User 8ba,p2,ag,0.509360,30
User 8ba,p2,ah,1.790790,31
User 8ba,p2,ag,1.412600,32
User 8ba,p2,ag,0.476230,33
User 8ba,p2,ag,0.147890,34
User 8ba,p2,ae,0.016330,35
User 8ba,p2,ag,0.131230,36
User 8ba,p2,bg,0.459880,37
