aoi_order,timestamp,x,y,duration,prev_sacc_amplitude,aoi_label,aoi_line,word,word_length_signs
None,0.081910,631.335927,137.220343,0.788820,0.000000,a,None,None,None
None,0.920040,780.593103,26.092208,0.542120,0.000000,a,None,None,None
None,1.511350,520.596548,81.540603,0.443610,265.843437,a,None,None,None
None,1.971190,718.848435,81.740388,5.142210,198.251988,a,None,None,None
None,7.212040,663.307490,94.700664,2.168580,57.033019,a,None,None,None
None,9.462650,550.608925,172.386177,2.234370,136.879529,a,None,None,None
None,11.762820,1109.048283,199.295058,0.854000,559.087296,a,None,None,None
None,12.699100,531.518743,246.414781,1.593620,579.448564,a,None,None,None
None,14.374880,1077.152604,245.026105,0.344850,545.635629,a,None,None,None
None,14.818240,574.283775,429.628541,6.357910,535.681919,a,None,None,None
None,21.208740,561.123409,565.777043,6.341550,136.783076,a,None,None,None
None,27.566770,677.299695,621.230864,1.593630,128.732496,a,None,None,None
None,29.209720,1082.255333,606.698029,0.197260,405.216327,a,None,None,None
None,29.456180,671.410093,627.389664,3.302120,411.365962,a,None,None,None
None,32.807620,610.534480,656.637937,3.006220,67.537411,a,None,None,None
None,35.863160,519.223758,715.512704,0.788700,108.645691,a,None,None,None
None,36.701050,589.042221,737.022498,1.823490,73.056752,a,None,None,None
None,38.573730,805.481730,860.064266,0.345090,248.968548,a,None,None,None
None,38.951900,550.198029,867.621928,0.854010,255.395549,a,None,None,None
None,39.822140,768.595654,847.673171,0.033080,219.306807,a,None,None,None
None,39.904540,683.670771,886.250726,0.887090,93.276275,a,None,None,None
None,40.841190,543.587626,894.873979,1.429070,140.348310,a,None,None,None
None,42.303100,750.016838,861.959102,0.049320,209.036860,a,None,None,None
None,42.368650,722.317412,907.305427,0.575200,53.137063,a,None,None,None
None,43.042360,541.767305,267.571539,2.431390,664.723843,a,None,None,None
None,45.506710,574.567401,181.240190,0.673710,92.352304,a,None,None,None
None,46.262450,1098.327920,135.993513,0.197020,525.711274,a,None,None,None
None,46.541630,603.272224,186.031056,0.279170,497.578032,a,None,None,None
None,46.902830,1100.899328,168.202104,0.230100,497.946389,a,None,None,None
None,47.247920,521.540565,214.585322,0.229990,581.212508,a,None,None,None
None,47.576780,1152.539058,348.026017,0.098390,644.953888,a,None,None,None
