subj,cond,AOI,duration,order
User 15ab,p1,af,0.279360,1
User 15ab,p1,ai,0.838020,2
User 15ab,p1,bi,1.462160,3
User 15ab,p1,ag,4.271360,4
User 15ab,p1,ag,0.788150,5
User 15ab,p1,ag,1.544130,6
User 15ab,p1,ag,0.279300,7
User 15ab,p1,ag,1.380000,8
User 15ab,p1,af,0.197140,9
User 15ab,p1,af,1.560730,10
User 15ab,p1,af,0.328610,11
User 15ab,p1,af,1.199280,12
User 15ab,p1,ag,0.345160,13
User 15ab,p1,af,2.250790,14
User 15ab,p1,af,0.460200,15
User 15ab,p1,ae,1.462040,16
User 15ab,p1,ad,0.772340,17
User 15ab,p1,ad,0.328620,18
User 15ab,p1,ad,0.917290,19
User 15ab,p1,ac,1.412720,20
User 15ab,p1,ac,1.478640,21
User 15ab,p1,ab,0.755740,22
User 15ab,p1,ab,1.609800,23
User 15ab,p1,ab,0.542480,24
User 15ab,p1,ab,0.145450,25
User 15ab,p1,ab,0.427250,26
User 15ab,p1,af,0.131280,27
User 15ab,p1,ai,0.427000,28
User 15ab,p1,ai,1.495000,29
User 15ab,p1,ac,0.279420,30
User 15ab,p1,ab,0.196770,31
User 15ab,p1,af,0.854250,32
User 15ab,p1,ae,0.164250,33
User 15ab,p1,af,0.345040,34
