subj,cond,AOI,duration,order
User 6ba,p1,ag,0.213620,1
User 6ba,p1,ah,0.132320,2
User 6ba,p1,ai,0.295650,3
User 6ba,p1,ai,0.754150,4
User 6ba,p1,ah,0.082270,5
User 6ba,p1,ag,0.377930,6
User 6ba,p1,ah,0.213370,7
User 6ba,p1,bi,0.049070,8
User 6ba,p1,bh,0.229980,9
User 6ba,p1,bi,0.115230,10
User 6ba,p1,ah,1.478760,11
User 6ba,p1,ai,0.098390,12
User 6ba,p1,ag,0.870610,13
User 6ba,p1,ag,0.115240,14
User 6ba,p1,ah,0.065920,15
User 6ba,p1,ag,1.363530,16
User 6ba,p1,ag,0.476320,17
User 6ba,p1,ag,0.312010,18
User 6ba,p1,ag,0.427010,19
User 6ba,p1,ag,0.492920,20
User 6ba,p1,af,0.459960,21
User 6ba,p1,ag,0.065670,22
User 6ba,p1,ae,0.114750,23
User 6ba,p1,ae,0.295660,24
User 6ba,p1,af,0.263190,25
User 6ba,p1,af,2.497070,26
User 6ba,p1,af,0.689940,27
User 6ba,p1,af,0.295660,28
User 6ba,p1,ae,0.459960,29
User 6ba,p1,ae,0.131350,30
User 6ba,p1,ae,0.722900,31
User 6ba,p1,ae,1.248540,32
User 6ba,p1,ad,1.774420,33
User 6ba,p1,ac,0.821290,34
User 6ba,p1,ac,0.131830,35
User 6ba,p1,ae,0.509280,36
User 6ba,p1,af,2.776610,37
User 6ba,p1,ag,0.049080,38
User 6ba,p1,af,0.887200,39
User 6ba,p1,bf,0.065910,40
User 6ba,p1,be,0.034180,41
User 6ba,p1,ae,0.032960,42
User 6ba,p1,ae,3.318610,43
User 6ba,p1,ac,1.971190,44
User 6ba,p1,ae,0.279050,45
User 6ba,p1,ad,0.771970,46
User 6ba,p1,ad,0.147700,47
User 6ba,p1,ae,0.509520,48
User 6ba,p1,ae,0.722650,49
User 6ba,p1,ac,0.689940,50
User 6ba,p1,ac,0.114990,51
User 6ba,p1,ac,0.131590,52
User 6ba,p1,ae,0.229730,53
User 6ba,p1,af,0.163820,54
User 6ba,p1,af,0.969240,55
User 6ba,p1,ag,0.180670,56
User 6ba,p1,af,0.049070,57
User 6ba,p1,ag,0.624020,58
