subj,cond,AOI,duration,order
User 12ba,p2,ag,0.443480,1
User 12ba,p2,ah,1.938490,2
User 12ba,p2,ah,0.476180,3
User 12ba,p2,ag,0.345000,4
User 12ba,p2,ag,0.755740,5
User 12ba,p2,bg,0.230000,6
User 12ba,p2,ae,0.394300,7
User 12ba,p2,ad,0.673490,8
User 12ba,p2,ac,0.624470,9
User 12ba,p2,ab,0.197110,10
User 12ba,p2,ab,0.673400,11
User 12ba,p2,bc,0.262880,12
User 12ba,p2,ae,0.607600,13
User 12ba,p2,af,0.164450,14
User 12ba,p2,ah,0.591670,15
User 12ba,p2,ah,0.295930,16
User 12ba,p2,ah,0.722700,17
User 12ba,p2,ag,0.345000,18
User 12ba,p2,bg,1.757870,19
User 12ba,p2,ag,0.804810,20
User 12ba,p2,af,1.051330,21
User 12ba,p2,bg,0.131410,22
User 12ba,p2,af,1.314270,23
User 12ba,p2,af,1.051330,24
User 12ba,p2,ad,3.203670,25
User 12ba,p2,bc,0.295900,26
User 12ba,p2,ab,0.147860,27
User 12ba,p2,ac,0.624060,28
User 12ba,p2,ah,1.643000,29
User 12ba,p2,ag,1.182860,30
User 12ba,p2,ag,0.493040,31
User 12ba,p2,ae,1.150170,32
User 12ba,p2,ad,0.854550,33
User 12ba,p2,ac,0.640660,34
User 12ba,p2,ab,0.542140,35
User 12ba,p2,bc,0.148010,36
User 12ba,p2,bf,0.082120,37
User 12ba,p2,af,0.591700,38
User 12ba,p2,bg,0.772220,39
User 12ba,p2,ag,0.246550,40
User 12ba,p2,bg,0.164220,41
User 12ba,p2,ag,0.312140,42
User 12ba,p2,bf,0.739200,43
User 12ba,p2,af,0.509280,44
