0.098280 520.571620 346.594605 0.049300 135.612215 0.049380
0.196960 486.539724 215.321977 0.049090 105.912590 0.016550
0.262600 503.424204 319.880052 0.065740 140.948056 0.065750
0.394090 512.587466 179.230170 0.246550 63.631214 0.016360
0.657000 474.184661 229.966311 0.262860 295.249504 0.131330
1.051190 716.572268 61.382452 1.002250 90.279315 0.082180
2.135620 635.231127 100.548426 0.657140 197.648158 0.049110
2.841870 832.515448 88.561316 0.131470 368.159985 0.147920
3.121260 467.376105 135.625471 0.427050 97.545653 0.361940
3.910250 503.034364 226.419980 2.677340 75.856948 0.032940
6.620530 578.890965 226.190389 0.591510 381.169307 0.082120
7.294160 959.254563 201.419960 0.969360 24.490468 0.016620
8.280140 950.339634 178.609720 0.443190 51.735277 0.016540
8.739870 990.975878 210.629004 1.659070 562.395352 0.098660
10.497600 430.988728 158.639348 0.049430 149.593165 0.065580
10.612610 491.010305 295.663161 1.231980 120.387262 0.049320
11.893910 446.373190 407.469336 0.032920 95.587037 0.032760
11.959590 432.082887 312.956538 0.049320 96.035708 0.032870
12.041780 493.631593 386.676373 0.741710 92.022224 0.047020
12.830510 581.315693 358.755265 0.098810 362.484775 0.114760
13.044080 943.791359 361.325042 0.706270 203.207551 0.049360
13.799710 977.208484 160.884017 0.032780 220.445503 0.082270
13.914760 998.305393 380.317698 1.001970 85.070100 0.049490
14.966220 1017.459362 297.431950 0.065630 553.818913 0.131510
15.163360 470.853875 386.526456 0.443500 136.342673 0.033020
15.639880 546.923399 499.675703 0.065500 89.645070 0.049560
15.754940 585.482774 418.747259 0.311990 60.482068 0.016430
16.083360 639.619158 391.778156 0.459900 180.208162 0.049450
16.592710 466.694846 442.494663 0.542220 160.580480 0.048940
17.183870 623.360859 407.254757 1.215730 164.631001 0.098460
18.498060 464.582259 450.760191 1.167250 193.454251 0.015670
19.680980 655.478037 419.401791 0.690130 185.906189 0.098680
20.469790 481.519458 484.972545 0.262710 81.895597 0.016480
20.748980 561.723024 468.411246 0.164120 189.637531 0.098630
21.011730 504.641166 287.568621 1.462130 102.958731 0.016370
22.490230 541.593087 383.667819 0.197250 428.775552 0.115070
22.802550 954.351860 267.570147 0.131320 513.432090 0.410720
23.344590 495.359832 497.654543 0.936540 34.638336 0.049090
24.330220 497.836649 532.204213 2.365600 87.109971 0.032860
26.728680 487.777365 618.731421 0.953080 109.611711 0.032730
27.714490 518.198941 724.036953 1.774400 121.981594 0.049210
29.538100 465.506539 834.050680 0.394580 294.734138 0.098220
30.030900 757.541490 873.847654 0.246570 241.446004 0.082150
30.359620 516.110376 876.529088 0.722980 68.799073 0.032770
31.115370 581.005396 899.375288 1.133560 34.159933 0.082080
32.331010 614.780489 894.262155 0.905610 110.236698 0.112750
33.349370 510.324431 929.490859 0.443870 492.095192 0.131140
33.924380 989.317884 816.694807 0.082210 90.994290 0.049380
34.055970 1011.452972 728.433838 0.279520 674.115260 0.180360
34.515850 701.974639 129.556099 0.098670 619.833398 0.147810
34.762330 977.260883 684.903670 0.295680 265.249123 0.098880
35.156890 977.848996 419.655199 1.330340 0.000000 0.098880
