0.000000 136.477187 40.585050
0.016360 68.296311 11.004317
0.032710 -16.762580 -20.488211
0.049320 -6.763491 -8.124977
0.065430 3.902756 -7.151440
0.082280 2.976480 -4.269685
0.098390 -5.341613 -4.205165
0.114990 -3.078785 -5.040282
0.131100 -1.960297 -5.883271
0.147710 -3.427502 -6.076852
0.164310 1.670291 -10.319800
0.180420 5.837320 -7.050537
0.197020 5.195019 -2.632641
0.213380 0.770567 0.114517
0.246340 -3.019312 -0.027785
0.262700 0.965264 6.162630
0.279300 -1.108245 15.651026
0.296630 -4.605427 17.009991
0.312260 1.704138 7.324819
0.328610 4.865033 1.005476
0.344970 6.372012 -4.153988
0.361330 -1.604187 -1.525018
0.394530 -6.593029 6.044095
0.410640 -1.713619 3.966726
0.443600 0.103266 3.811889
0.459960 1.224241 -3.327592
0.492920 3.580030 -0.711197
0.509280 5.026379 -1.016147
0.542240 -10.355508 -1.345235
0.558590 -17.761933 4.799543
0.591550 -19.412556 3.959992
0.607670 -4.642490 3.104361
0.640870 3.083094 0.584870
0.657230 -0.239285 -1.830278
0.689940 2.824913 -0.465257
0.706540 -0.418534 -3.748591
0.739260 -2.785331 -0.338930
0.755860 -7.302691 -2.469806
0.788570 12.763186 -1.876296
0.804930 25.690255 -3.930653
0.837890 20.410730 -4.222549
0.854250 3.111339 -1.746613
0.887210 -9.805142 0.076869
0.903560 2.082459 -1.777713
0.936520 5.755702 -7.656411
0.954350 1.954860 -0.321007
0.969240 -1.017344 2.357859
0.985600 -3.729011 6.309593
1.001950 -0.197946 2.260208
1.034910 1.119119 -0.627946
1.051510 -1.786320 -6.625480
1.084230 -4.824788 -9.091922
1.100590 -3.331595 2.503144
1.133540 17.473071 4.341561
1.149900 30.164671 2.885397
1.182860 24.427377 -5.316700
1.199220 7.780295 -5.650530
1.215580 0.200366 -5.978187
1.232180 8.415498 -15.523980
1.248540 0.244358 -5.416360
1.264890 -7.518337 -1.413754
1.281250 -8.754464 -2.406736
1.297850 2.394777 -1.041466
1.314210 4.140450 -1.548907
1.330810 -6.041497 3.745753
1.346920 -4.201183 2.033744
1.363530 1.867938 6.586838
1.379880 8.553604 13.084684
1.396480 6.933655 10.289695
1.412840 2.517966 -1.248910
1.429200 1.061204 -12.945143
1.445560 -0.204808 -13.139444
1.461910 -0.282349 -5.927258
1.478520 3.421501 2.273468
1.494870 6.863375 0.646159
1.527830 4.702328 -4.273063
1.544190 6.881111 0.003377
1.576900 0.673500 3.814127
1.593260 -22.501560 5.160289
1.626460 -44.766283 3.460404
1.642820 -59.775853 5.152208
1.675780 -33.021100 8.828498
