subj,cond,AOI,duration,order
User 10ba,p1,ag,0.410770,1
User 10ba,p1,ai,0.673830,2
User 10ba,p1,ah,0.197270,3
User 10ba,p1,ai,0.870850,4
User 10ba,p1,ai,0.510260,5
User 10ba,p1,ai,0.082030,6
User 10ba,p1,ah,1.610100,7
User 10ba,p1,bi,0.476440,8
User 10ba,p1,ah,0.443490,9
User 10ba,p1,bi,0.870720,10
User 10ba,p1,ah,1.560550,11
User 10ba,p1,ah,0.016600,12
User 10ba,p1,bh,0.936530,13
User 10ba,p1,ah,5.010620,14
User 10ba,p1,af,0.443480,15
User 10ba,p1,ag,0.607790,16
User 10ba,p1,ag,1.034920,17
User 10ba,p1,af,4.550660,18
User 10ba,p1,af,0.936520,19
User 10ba,p1,ag,0.295780,20
User 10ba,p1,ag,3.170660,21
User 10ba,p1,af,1.905640,22
User 10ba,p1,af,1.675780,23
User 10ba,p1,af,1.330560,24
User 10ba,p1,ae,1.281130,25
User 10ba,p1,ae,0.278440,26
User 10ba,p1,ae,1.412720,27
User 10ba,p1,af,0.017820,28
User 10ba,p1,ae,0.706420,29
User 10ba,p1,ae,0.295540,30
User 10ba,p1,ae,3.663330,31
User 10ba,p1,ad,1.182980,32
User 10ba,p1,ad,2.612060,33
User 10ba,p1,ad,2.529910,34
User 10ba,p1,ac,1.133670,35
User 10ba,p1,ac,0.427240,36
User 10ba,p1,ac,0.361450,37
User 10ba,p1,ae,0.459840,38
User 10ba,p1,af,0.295890,39
User 10ba,p1,ab,0.558600,40
User 10ba,p1,ab,1.100700,41
User 10ba,p1,ab,0.147830,42
User 10ba,p1,ab,0.263060,43
User 10ba,p1,ac,0.032960,44
User 10ba,p1,ab,0.821410,45
User 10ba,p1,bb,0.227790,46
User 10ba,p1,af,0.410640,47
User 10ba,p1,af,1.347290,48
User 10ba,p1,af,0.656980,49
User 10ba,p1,af,0.147830,50
User 10ba,p1,ag,0.985600,51
User 10ba,p1,af,0.476440,52
