subj,cond,AOI,duration,order
User 12ba,p1,ag,1.232730,1
User 12ba,p1,ah,1.347290,2
User 12ba,p1,ag,1.084250,3
User 12ba,p1,af,2.431180,4
User 12ba,p1,af,1.248500,5
User 12ba,p1,af,1.839780,6
User 12ba,p1,af,1.101130,7
User 12ba,p1,ae,0.492590,8
User 12ba,p1,ae,0.755560,9
User 12ba,p1,ae,0.147880,10
User 12ba,p1,af,0.328550,11
User 12ba,p1,ae,0.098480,12
User 12ba,p1,af,2.661230,13
User 12ba,p1,af,0.870730,14
User 12ba,p1,ae,0.345060,15
User 12ba,p1,af,0.755680,16
User 12ba,p1,af,0.460020,17
User 12ba,p1,ad,0.706360,18
User 12ba,p1,af,0.788730,19
User 12ba,p1,ae,0.262820,20
User 12ba,p1,ae,0.312290,21
User 12ba,p1,af,0.624110,22
User 12ba,p1,ad,0.558650,23
User 12ba,p1,ad,0.673520,24
User 12ba,p1,ac,0.805150,25
User 12ba,p1,af,1.133390,26
User 12ba,p1,ah,0.459680,27
User 12ba,p1,ag,0.115020,28
User 12ba,p1,ai,0.147730,29
User 12ba,p1,ah,0.180750,30
User 12ba,p1,ab,0.920080,31
User 12ba,p1,ab,0.345060,32
User 12ba,p1,ae,0.049410,33
