subj,cond,AOI,duration,order
User 17ab,p1,ai,0.936400,1
User 17ab,p1,ai,0.870790,2
User 17ab,p1,ah,3.679990,3
User 17ab,p1,ag,1.724840,4
User 17ab,p1,af,2.923840,5
User 17ab,p1,af,1.938800,6
User 17ab,p1,ae,0.854140,7
User 17ab,p1,ag,1.659410,8
User 17ab,p1,af,1.133380,9
User 17ab,p1,af,1.724860,10
User 17ab,p1,ad,3.433490,11
User 17ab,p1,ab,1.988260,12
User 17ab,p1,ab,3.334880,13
User 17ab,p1,ad,0.279100,14
User 17ab,p1,ag,0.426980,15
User 17ab,p1,ag,0.328600,16
User 17ab,p1,ai,1.478490,17
User 17ab,p1,ag,1.626580,18
User 17ab,p1,ae,0.626470,19
User 17ab,p1,ag,1.117140,20
