subj,cond,AOI,duration,order
User 20ba,p1,ah,0.197270,1
User 20ba,p1,ae,1.363410,2
User 20ba,p1,ag,1.692020,3
User 20ba,p1,ag,0.640620,4
User 20ba,p1,ah,4.583380,5
User 20ba,p1,ah,3.105230,6
User 20ba,p1,ah,4.090700,7
User 20ba,p1,ah,4.057740,8
User 20ba,p1,ag,0.821530,9
User 20ba,p1,af,2.151980,10
User 20ba,p1,af,7.984250,11
User 20ba,p1,be,0.295660,12
User 20ba,p1,ad,1.396240,13
User 20ba,p1,ae,0.049320,14
User 20ba,p1,ac,1.511470,15
User 20ba,p1,bb,0.888670,16
User 20ba,p1,bi,2.888920,17
User 20ba,p1,ah,2.004030,18
User 20ba,p1,bh,0.870730,19
User 20ba,p1,ah,3.367550,20
User 20ba,p1,ah,1.905760,21
User 20ba,p1,ae,4.567010,22
