0.082080 0.052152
0.574940 3.314798
2.628620 0.301733
3.121310 -0.459567
3.548580 -0.675490
4.419170 -2.155111
4.747680 0.125866
5.207670 1.027926
5.914090 0.034283
6.620680 -0.048407
6.883650 -1.050141
7.639050 -1.724335
8.000690 -0.136648
8.674160 -1.181664
8.904040 0.728870
9.544940 -0.504194
9.890090 0.139932
10.727810 -0.699090
11.122100 1.350881
12.978790 1.296236
13.816500 0.446988
14.949890 -1.530116
15.163390 3.155100
16.526920 0.932259
17.611300 3.582987
20.913390 -0.352956
21.307710 -0.234283
21.521330 -4.248031
22.260380 3.195091
24.018250 1.486909
25.316130 -0.432959
25.858250 2.142900
27.024600 0.639150
27.944730 0.836105
28.601870 -0.485833
29.242490 -1.973608
29.505370 -1.504640
29.669740 -1.186216
30.343440 -0.322875
31.214110 -0.856400
31.542630 -1.442418
31.789120 -1.269326
32.199980 -0.010229
33.021210 -0.010229
