subj,cond,AOI,duration,order
User 12ba,p2,ah,2.447920,1
User 12ba,p2,ag,0.888240,2
User 12ba,p2,ag,0.805000,3
User 12ba,p2,bg,0.279250,4
User 12ba,p2,ad,2.102860,5
User 12ba,p2,ab,0.706380,6
User 12ba,p2,bc,0.312320,7
User 12ba,p2,ae,0.870800,8
User 12ba,p2,ah,1.774390,9
User 12ba,p2,bg,2.201500,10
User 12ba,p2,ag,1.921940,11
User 12ba,p2,bg,0.180700,12
User 12ba,p2,ae,5.667940,13
User 12ba,p2,bc,0.344550,14
User 12ba,p2,ac,0.887150,15
User 12ba,p2,ah,1.675600,16
User 12ba,p2,ag,1.232090,17
User 12ba,p2,ad,4.108360,18
User 12ba,p2,bf,0.114960,19
User 12ba,p2,af,0.624420,20
User 12ba,p2,bg,0.804690,21
User 12ba,p2,ag,0.263030,22
User 12ba,p2,bg,0.180600,23
User 12ba,p2,ag,0.344660,24
User 12ba,p2,bf,0.772120,25
User 12ba,p2,af,0.542230,26
