aoi_order,timestamp,x,y,duration,prev_sacc_amplitude,aoi_label,aoi_line,word,word_length_signs
None,0.082030,748.267893,329.888598,0.263060,0.000000,a,None,None,None
None,0.361570,534.804324,220.452393,2.480470,0.000000,a,None,None,None
None,2.891480,583.049471,603.004572,0.197020,385.582370,a,None,None,None
None,3.154300,650.623029,342.151126,4.222040,269.463738,a,None,None,None
None,7.409060,523.987991,318.455906,0.640740,128.832823,a,None,None,None
None,8.099370,684.491793,485.766676,0.016350,231.849875,a,None,None,None
None,8.164790,711.613365,122.666638,2.152230,364.111545,a,None,None,None
None,10.382570,734.548062,150.430893,1.560550,36.011862,a,None,None,None
None,12.009030,653.011787,171.030056,0.788580,84.098096,a,None,None,None
None,12.830440,535.734127,247.397932,0.805060,139.950355,a,None,None,None
None,13.849120,543.603516,539.644330,7.392950,292.352330,a,None,None,None
None,21.274900,567.132939,832.110450,2.414800,293.411086,a,None,None,None
None,23.738890,569.990842,522.600100,0.706420,309.523545,a,None,None,None
None,24.494510,702.573189,248.915392,0.295770,304.107544,a,None,None,None
None,24.855960,692.388666,48.294873,0.032830,200.878861,a,None,None,None
None,24.905270,527.296388,140.715246,0.229860,189.200913,a,None,None,None
None,25.200930,549.804648,508.611047,1.330560,368.583697,a,None,None,None
