subj,cond,AOI,duration,order
User 9ab,p2,ai,0.196960,1
User 9ab,p2,ai,0.673460,2
User 9ab,p2,ai,0.244750,3
User 9ab,p2,ag,1.446040,4
User 9ab,p2,af,0.065550,5
User 9ab,p2,ag,0.065920,6
User 9ab,p2,af,0.345210,7
User 9ab,p2,bg,0.459900,8
User 9ab,p2,ae,0.607790,9
User 9ab,p2,bd,0.065550,10
User 9ab,p2,bg,0.427490,11
User 9ab,p2,bf,0.197270,12
User 9ab,p2,bh,0.509340,13
User 9ab,p2,bg,0.345030,14
User 9ab,p2,be,0.410460,15
User 9ab,p2,bd,0.279420,16
User 9ab,p2,ab,0.295710,17
User 9ab,p2,ad,0.673460,18
User 9ab,p2,ad,0.295890,19
User 9ab,p2,af,1.379640,20
User 9ab,p2,af,1.479000,21
User 9ab,p2,ag,1.067870,22
User 9ab,p2,ag,0.591430,23
User 9ab,p2,bh,0.179080,24
User 9ab,p2,ag,0.180730,25
User 9ab,p2,ag,0.032900,26
User 9ab,p2,ah,0.212650,27
User 9ab,p2,ah,0.558650,28
User 9ab,p2,bi,0.755740,29
User 9ab,p2,bh,0.131410,30
User 9ab,p2,bh,0.131350,31
User 9ab,p2,bh,1.035040,32
User 9ab,p2,bh,0.279360,33
User 9ab,p2,ah,1.133490,34
User 9ab,p2,ai,0.492370,35
User 9ab,p2,ai,0.936460,36
User 9ab,p2,ai,0.049680,37
User 9ab,p2,bi,0.229980,38
User 9ab,p2,ai,0.788450,39
User 9ab,p2,ai,0.180540,40
User 9ab,p2,ae,1.396180,41
User 9ab,p2,ai,0.016360,42
