subj,cond,AOI,duration,order
User 11ab,p2,ah,2.463990,1
User 11ab,p2,bh,0.147820,2
User 11ab,p2,af,4.156370,3
User 11ab,p2,bd,1.330570,4
User 11ab,p2,af,1.215700,5
User 11ab,p2,bg,0.410520,6
User 11ab,p2,ag,0.772100,7
User 11ab,p2,bg,1.265020,8
User 11ab,p2,bc,0.295410,9
User 11ab,p2,af,6.177120,10
User 11ab,p2,bf,1.905390,11
User 11ab,p2,ab,0.542240,12
User 11ab,p2,af,4.451780,13
User 11ab,p2,bg,0.476320,14
User 11ab,p2,ag,4.287720,15
User 11ab,p2,ag,0.854250,16
User 11ab,p2,bg,1.478640,17
User 11ab,p2,ae,0.227420,18
User 11ab,p2,ad,1.084470,19
User 11ab,p2,bg,7.362430,20
User 11ab,p2,ah,0.478400,21
User 11ab,p2,ad,6.177010,22
User 11ab,p2,bd,0.345090,23
User 11ab,p2,bf,1.150140,24
User 11ab,p2,bc,0.985710,25
User 11ab,p2,ad,0.706550,26
User 11ab,p2,bg,1.954950,27
User 11ab,p2,ad,0.164300,28
User 11ab,p2,ab,0.295540,29
User 11ab,p2,bh,0.542000,30
User 11ab,p2,ah,1.708620,31
