subj,cond,AOI,duration,order
User 17ab,p2,ag,0.049300,1
User 17ab,p2,ah,0.049090,2
User 17ab,p2,ag,0.065740,3
User 17ab,p2,ah,0.246550,4
User 17ab,p2,ah,0.262860,5
User 17ab,p2,ai,1.002250,6
User 17ab,p2,ai,0.657140,7
User 17ab,p2,ai,0.131470,8
User 17ab,p2,ah,0.427050,9
User 17ab,p2,ah,2.677340,10
User 17ab,p2,ah,0.591510,11
User 17ab,p2,bh,0.969360,12
User 17ab,p2,bh,0.443190,13
User 17ab,p2,bh,1.659070,14
User 17ab,p2,ah,0.049430,15
User 17ab,p2,ag,1.231980,16
User 17ab,p2,af,0.032920,17
User 17ab,p2,ag,0.049320,18
User 17ab,p2,af,0.741710,19
User 17ab,p2,af,0.098810,20
User 17ab,p2,bf,0.706270,21
User 17ab,p2,bh,0.032780,22
User 17ab,p2,bf,1.001970,23
User 17ab,p2,bg,0.065630,24
User 17ab,p2,af,0.443500,25
User 17ab,p2,ae,0.065500,26
User 17ab,p2,af,0.311990,27
User 17ab,p2,af,0.459900,28
User 17ab,p2,af,0.542220,29
User 17ab,p2,af,1.215730,30
User 17ab,p2,af,1.167250,31
User 17ab,p2,af,0.690130,32
User 17ab,p2,ae,0.262710,33
User 17ab,p2,af,0.164120,34
User 17ab,p2,ag,1.462130,35
User 17ab,p2,af,0.197250,36
User 17ab,p2,bg,0.131320,37
User 17ab,p2,ae,0.936540,38
User 17ab,p2,ae,2.365600,39
User 17ab,p2,ad,0.953080,40
User 17ab,p2,ac,1.774400,41
User 17ab,p2,ab,0.394580,42
User 17ab,p2,ab,0.246570,43
User 17ab,p2,ab,0.722980,44
User 17ab,p2,ab,1.133560,45
User 17ab,p2,ab,0.905610,46
User 17ab,p2,ab,0.443870,47
User 17ab,p2,bc,0.082210,48
User 17ab,p2,bc,0.279520,49
User 17ab,p2,ah,0.098670,50
User 17ab,p2,bd,0.295680,51
User 17ab,p2,bf,1.330340,52
