subj,cond,AOI,duration,order
User 3ab,p1,ag,0.246460,1
User 3ab,p1,ag,0.295780,2
User 3ab,p1,ah,0.574710,3
User 3ab,p1,ai,0.032840,4
User 3ab,p1,ah,0.214480,5
User 3ab,p1,ag,0.032840,6
User 3ab,p1,ah,0.098630,7
User 3ab,p1,ag,0.032720,8
User 3ab,p1,ah,0.032960,9
User 3ab,p1,ah,0.427120,10
User 3ab,p1,ag,0.279300,11
User 3ab,p1,ag,0.246580,12
User 3ab,p1,ad,0.180540,13
User 3ab,p1,ag,0.016600,14
User 3ab,p1,ah,0.016480,15
User 3ab,p1,ag,0.180660,16
User 3ab,p1,ag,0.969240,17
User 3ab,p1,af,0.969240,18
User 3ab,p1,ag,0.476440,19
User 3ab,p1,af,0.657340,20
User 3ab,p1,ag,0.049070,21
User 3ab,p1,af,0.082040,22
User 3ab,p1,ag,0.032830,23
User 3ab,p1,af,0.016480,24
User 3ab,p1,ag,0.459960,25
User 3ab,p1,af,0.131350,26
User 3ab,p1,ag,0.476440,27
User 3ab,p1,ai,0.098750,28
User 3ab,p1,ai,0.459960,29
User 3ab,p1,ai,0.081910,30
User 3ab,p1,ah,0.872190,31
User 3ab,p1,bh,0.526240,32
User 3ab,p1,ah,0.870610,33
User 3ab,p1,bh,0.656990,34
User 3ab,p1,bi,0.016480,35
User 3ab,p1,ah,0.772090,36
User 3ab,p1,ah,0.591430,37
User 3ab,p1,ag,0.180660,38
User 3ab,p1,af,0.016480,39
User 3ab,p1,af,0.821290,40
User 3ab,p1,ae,0.361570,41
User 3ab,p1,af,0.131230,42
User 3ab,p1,ag,0.608030,43
User 3ab,p1,ae,0.164190,44
User 3ab,p1,ae,0.427240,45
User 3ab,p1,ae,0.115110,46
User 3ab,p1,af,0.394410,47
User 3ab,p1,ae,0.723270,48
User 3ab,p1,ad,0.443110,49
User 3ab,p1,ab,0.228270,50
User 3ab,p1,ad,0.607910,51
User 3ab,p1,ac,0.624140,52
User 3ab,p1,ad,1.264890,53
User 3ab,p1,ab,0.016350,54
User 3ab,p1,ab,2.151610,55
User 3ab,p1,ae,0.410650,56
User 3ab,p1,ae,0.229980,57
User 3ab,p1,ae,0.032830,58
User 3ab,p1,ah,0.065550,59
User 3ab,p1,ah,0.082030,60
User 3ab,p1,ai,0.016240,61
User 3ab,p1,ae,0.377810,62
User 3ab,p1,af,0.032960,63
User 3ab,p1,ae,0.903570,64
