aoi_order,timestamp,x,y,duration,prev_sacc_amplitude,aoi_label,aoi_line,word,word_length_signs
None,0.082030,681.548056,405.279862,0.312440,0.000000,a,None,None,None
None,0.443850,767.749754,95.837377,2.414670,0.000000,a,None,None,None
None,2.874880,633.002739,371.789625,17.742610,307.093474,a,None,None,None
None,20.634030,621.119158,750.221907,6.374150,378.618821,a,None,None,None
None,27.041020,589.820160,848.650141,0.772150,103.284774,a,None,None,None
None,27.878970,830.734083,882.203569,0.460080,243.239287,a,None,None,None
None,28.437740,585.078378,437.252021,0.180420,508.260372,a,None,None,None
None,28.815310,756.581543,35.089853,2.037230,437.204465,a,None,None,None
None,30.967530,574.852808,799.401281,0.525760,785.619050,a,None,None,None
None,31.558780,650.024899,469.858804,1.462220,338.007526,a,None,None,None
