subj,cond,AOI,duration,order
User 19ab,p2,ah,1.133550,1
User 19ab,p2,ah,3.449710,2
User 19ab,p2,ah,2.825810,3
User 19ab,p2,ag,2.316410,4
User 19ab,p2,af,1.527710,5
User 19ab,p2,af,4.386480,6
User 19ab,p2,ad,13.652100,7
User 19ab,p2,ac,3.368040,8
User 19ab,p2,ae,3.844360,9
User 19ab,p2,ac,0.180420,10
User 19ab,p2,ag,0.722900,11
User 19ab,p2,bf,4.336790,12
User 19ab,p2,af,1.199340,13
User 19ab,p2,bf,1.133300,14
User 19ab,p2,bh,0.164430,15
User 19ab,p2,bg,1.165530,16
User 19ab,p2,ah,2.792850,17
User 19ab,p2,ag,0.115970,18
User 19ab,p2,ac,2.053460,19
User 19ab,p2,bc,0.722780,20
User 19ab,p2,ab,2.415040,21
User 19ab,p2,bb,0.197260,22
User 19ab,p2,bc,0.361200,23
User 19ab,p2,ac,4.715210,24
User 19ab,p2,bc,0.525880,25
User 19ab,p2,ad,2.513430,26
User 19ab,p2,bf,0.542240,27
User 19ab,p2,ah,2.020390,28
